Saison,Journée,Domicile,Extérieur,Buts domicile,Buts extérieur,Résultat
2006-2007,20,Bordeaux,Lorient,1,1,N
2006-2007,20,Sedan Ardennes,Nancy,2,2,N
2006-2007,20,Saint-Étienne,Monaco,0,1,E
2006-2007,20,Rennais,Marseille,0,2,E
2006-2007,21,Marseille,Auxerre,3,1,D
2006-2007,21,Lille,PSG,1,0,D
2006-2007,21,Valenciennes,Le Mans,1,1,N
2006-2007,21,Nice,Toulouse,0,1,E
2006-2007,21,Sochaux,Sedan Ardennes,1,1,N
2006-2007,21,Lorient,Lens,1,0,D
2006-2007,21,Troyes,Nantes,1,0,D
2006-2007,21,Monaco,Rennais,0,2,E
2006-2007,21,Lyon,Bordeaux,1,2,E
2006-2007,21,Nancy,Saint-Étienne,0,2,E
2006-2007,22,Le Mans,Marseille,2,0,D
2006-2007,22,PSG,Sochaux,0,0,N
2006-2007,22,Lyon,Nice,1,1,N
2006-2007,22,Bordeaux,Lille,0,1,E
2006-2007,22,Rennais,Valenciennes,1,0,D
2006-2007,22,Toulouse,Troyes,1,1,N
2006-2007,22,Nantes,Lorient,0,2,E
2006-2007,22,Sedan Ardennes,Monaco,0,1,E
2006-2007,22,Auxerre,Nancy,2,0,D
2006-2007,22,Lens,Saint-Étienne,3,3,N
2006-2007,23,Lille,Nantes,0,0,N
2006-2007,23,Saint-Étienne,Sedan Ardennes,1,2,E
2006-2007,23,Nice,Bordeaux,2,1,D
2006-2007,23,Nancy,Toulouse,2,1,D
2006-2007,23,Sochaux,Rennais,0,0,N
2006-2007,23,Valenciennes,Lens,1,3,E
2006-2007,23,Lorient,Le Mans,2,1,D
2006-2007,23,Monaco,Auxerre,2,1,D
2006-2007,23,Troyes,Lyon,1,0,D
2006-2007,23,Marseille,PSG,1,1,N
2006-2007,24,PSG,Monaco,4,2,D
2006-2007,24,Lyon,Lorient,1,0,D
2006-2007,24,Rennais,Nancy,1,1,N
2006-2007,24,Toulouse,Lille,1,0,D
2006-2007,24,Nice,Troyes,3,0,D
2006-2007,24,Nantes,Valenciennes,2,5,E
2006-2007,24,Auxerre,Saint-Étienne,1,1,N
2006-2007,24,Le Mans,Sedan Ardennes,3,2,D
2006-2007,24,Lens,Sochaux,3,1,D
2006-2007,24,Bordeaux,Marseille,1,0,D
2006-2007,25,Lille,Lyon,1,2,E
2006-2007,25,Saint-Étienne,Rennais,1,3,E
2006-2007,25,Nancy,PSG,0,3,E
2006-2007,25,Valenciennes,Nice,0,1,E
2006-2007,25,Sochaux,Le Mans,2,0,D
2006-2007,25,Lorient,Toulouse,0,1,E
2006-2007,25,Troyes,Bordeaux,1,0,D
2006-2007,25,Sedan Ardennes,Auxerre,2,2,N
2006-2007,25,Monaco,Lens,0,0,N
2006-2007,25,Marseille,Nantes,0,0,N
2006-2007,26,Toulouse,Marseille,3,0,D
2006-2007,26,Rennais,Sedan Ardennes,0,2,E
2006-2007,26,Nice,Lille,2,1,D
2006-2007,26,Troyes,Lorient,3,0,D
2006-2007,26,Nantes,Auxerre,1,1,N
2006-2007,26,Le Mans,Monaco,0,2,E
2006-2007,26,Lyon,Sochaux,3,3,N
2006-2007,26,Lens,Nancy,2,2,N
2006-2007,26,Bordeaux,Valenciennes,2,1,D
2006-2007,26,PSG,Saint-Étienne,0,2,E
2006-2007,27,Saint-Étienne,Lyon,1,3,E
2006-2007,27,Lille,Troyes,4,0,D
2006-2007,27,Nancy,Le Mans,1,1,N
2006-2007,27,Valenciennes,Toulouse,0,0,N
2006-2007,27,Lorient,Nice,0,0,N
2006-2007,27,Monaco,Bordeaux,0,0,N
2006-2007,27,Auxerre,Rennais,1,0,D
2006-2007,27,Sedan Ardennes,PSG,2,0,D
2006-2007,27,Sochaux,Nantes,1,2,E
2006-2007,27,Marseille,Lens,0,1,E
2006-2007,28,Toulouse,Monaco,1,1,N
2006-2007,28,Nice,Rennais,1,1,N
2006-2007,28,Lorient,Lille,0,0,N
2006-2007,28,Troyes,Valenciennes,1,3,E
2006-2007,28,Nantes,Nancy,2,1,D
2006-2007,28,Le Mans,Saint-Étienne,2,1,D
2006-2007,28,Bordeaux,Sochaux,2,0,D
2006-2007,28,PSG,Auxerre,0,1,E
2006-2007,28,Lens,Sedan Ardennes,1,1,N
2006-2007,28,Lyon,Marseille,1,1,N
2006-2007,29,Sochaux,Toulouse,4,2,D
2006-2007,29,Nancy,Lyon,0,3,E
2006-2007,29,Valenciennes,Lorient,0,0,N
2006-2007,29,Monaco,Nantes,2,1,D
2006-2007,29,Sedan Ardennes,Bordeaux,1,1,N
2006-2007,29,Lille,Le Mans,0,2,E
2006-2007,29,Saint-Étienne,Troyes,3,1,D
2006-2007,29,Marseille,Nice,3,0,D
2006-2007,29,Auxerre,Lens,1,0,D
2006-2007,29,Rennais,PSG,1,0,D
2006-2007,30,Lorient,Marseille,2,1,D
2006-2007,30,Nantes,Sedan Ardennes,0,1,E
2006-2007,30,Lille,Valenciennes,0,2,E
2006-2007,30,Toulouse,Saint-Étienne,1,0,D
2006-2007,30,Nice,Monaco,1,1,N
2006-2007,30,Troyes,Sochaux,0,1,E
2006-2007,30,Le Mans,Auxerre,2,2,N
2006-2007,30,Lens,PSG,1,2,E
2006-2007,30,Bordeaux,Nancy,3,0,D
2006-2007,30,Lyon,Rennais,0,0,N
2006-2007,31,Valenciennes,Lyon,0,0,N
2006-2007,31,Monaco,Troyes,0,0,N
2006-2007,31,Auxerre,Bordeaux,0,0,N
2006-2007,31,PSG,Le Mans,2,1,D
2006-2007,31,Rennais,Lens,1,0,D
2006-2007,31,Saint-Étienne,Nantes,2,1,D
2006-2007,31,Nancy,Lorient,0,1,E
2006-2007,31,Sochaux,Nice,1,1,N
2006-2007,31,Sedan Ardennes,Toulouse,0,2,E
2006-2007,31,Marseille,Lille,4,1,D
2006-2007,32,Bordeaux,PSG,0,0,N
2006-2007,32,Lille,Sochaux,2,0,D
2006-2007,32,Toulouse,Auxerre,2,0,D
2006-2007,32,Valenciennes,Marseille,0,0,N
2006-2007,32,Lorient,Monaco,0,0,N
2006-2007,32,Troyes,Nancy,0,0,N
2006-2007,32,Nantes,Lens,0,0,N
2006-2007,32,Le Mans,Rennais,0,0,N
2006-2007,32,Nice,Saint-Étienne,2,1,D
2006-2007,32,Lyon,Sedan Ardennes,1,0,D
2006-2007,33,PSG,Nantes,4,0,D
2006-2007,33,Rennais,Toulouse,3,2,D
2006-2007,33,Marseille,Troyes,2,1,D
2006-2007,33,Nancy,Valenciennes,1,0,D
2006-2007,33,Sochaux,Lorient,1,1,N
2006-2007,33,Monaco,Lille,3,1,D
2006-2007,33,Lens,Le Mans,2,0,D
2006-2007,33,Sedan Ardennes,Nice,1,1,N
2006-2007,33,Auxerre,Lyon,0,0,N
2006-2007,33,Saint-Étienne,Bordeaux,0,2,E
2006-2007,34,Toulouse,PSG,1,3,E
2006-2007,34,Nice,Auxerre,0,0,N
2006-2007,34,Lorient,Saint-Étienne,0,0,N
2006-2007,34,Troyes,Sedan Ardennes,3,2,D
2006-2007,34,Nantes,Rennais,0,2,E
2006-2007,34,Lille,Nancy,0,1,E
2006-2007,34,Lyon,Le Mans,2,1,D
2006-2007,34,Valenciennes,Monaco,2,2,N
2006-2007,34,Bordeaux,Lens,1,0,D
2006-2007,34,Marseille,Sochaux,4,2,D
2006-2007,35,PSG,Lyon,1,1,N
2006-2007,35,Rennais,Bordeaux,0,0,N
2006-2007,35,Nancy,Nice,3,0,D
2006-2007,35,Sochaux,Valenciennes,1,0,D
2006-2007,35,Lens,Toulouse,2,0,D
2006-2007,35,Auxerre,Troyes,1,0,D
2006-2007,35,Le Mans,Nantes,1,1,N
2006-2007,35,Sedan Ardennes,Lorient,3,1,D
2006-2007,35,Saint-Étienne,Lille,2,1,D
2006-2007,35,Monaco,Marseille,1,2,E
2006-2007,36,Sochaux,Monaco,2,1,D
2006-2007,36,Lille,Sedan Ardennes,2,1,D
2006-2007,36,Bordeaux,Nantes,0,1,E
2006-2007,36,Marseille,Nancy,2,1,D
2006-2007,36,Valenciennes,Saint-Étienne,1,0,D
2006-2007,36,Nice,PSG,1,0,D
2006-2007,36,Lorient,Auxerre,2,1,D
2006-2007,36,Troyes,Rennais,2,2,N
2006-2007,36,Lyon,Lens,3,0,D
2006-2007,36,Toulouse,Le Mans,0,1,E
2006-2007,37,Nantes,Toulouse,0,0,N
2006-2007,37,Monaco,Lyon,1,0,D
2006-2007,37,Lens,Nice,0,0,N
2006-2007,37,Auxerre,Lille,2,1,D
2006-2007,37,Le Mans,Bordeaux,1,1,N
2006-2007,37,Sedan Ardennes,Valenciennes,1,1,N
2006-2007,37,PSG,Troyes,2,1,D
2006-2007,37,Rennais,Lorient,4,1,D
2006-2007,37,Saint-Étienne,Marseille,1,2,E
2006-2007,37,Nancy,Sochaux,5,2,D
2006-2007,38,Troyes,Lens,3,0,D
2006-2007,38,Monaco,Nancy,2,0,D
2006-2007,38,Lille,Rennais,1,1,N
2006-2007,38,Lyon,Nantes,3,1,D
2006-2007,38,Toulouse,Bordeaux,3,1,D
2006-2007,38,Marseille,Sedan Ardennes,1,0,D
2006-2007,38,Valenciennes,Auxerre,1,3,E
2006-2007,38,Nice,Le Mans,3,3,N
2006-2007,38,Sochaux,Saint-Étienne,1,0,D
2006-2007,38,Lorient,PSG,0,1,E
2005-2006,1,PSG,Metz,4,1,D
2005-2006,1,Marseille,Bordeaux,0,2,E
2005-2006,1,Lille,Rennais,1,0,D
2005-2006,1,Saint-Étienne,Ajaccio,0,0,N
2005-2006,1,Nancy,Monaco,0,1,E
2005-2006,1,Nice,Troyes,1,1,N
2005-2006,1,Sochaux,Toulouse,0,1,E
2005-2006,1,Nantes,Lens,2,0,D
2005-2006,1,Strasbourg,Auxerre,0,0,N
2005-2006,1,Le Mans,Lyon,1,2,E
2005-2006,2,Lens,Marseille,2,0,D
2005-2006,2,Metz,Le Mans,0,0,N
2005-2006,2,Bordeaux,Nancy,1,0,D
2005-2006,2,Toulouse,Nice,0,2,E
2005-2006,2,Sochaux,PSG,0,1,E
2005-2006,2,Ajaccio,Lille,3,3,N
2005-2006,2,Troyes,Saint-Étienne,0,0,N
2005-2006,2,Monaco,Auxerre,0,2,E
2005-2006,2,Rennais,Nantes,0,3,E
2005-2006,2,Lyon,Strasbourg,1,0,D
2005-2006,3,PSG,Toulouse,2,0,D
2005-2006,3,Lille,Troyes,1,2,E
2005-2006,3,Saint-Étienne,Metz,2,0,D
2005-2006,3,Nancy,Lens,1,2,E
2005-2006,3,Nice,Sochaux,1,2,E
2005-2006,3,Nantes,Ajaccio,0,2,E
2005-2006,3,Auxerre,Bordeaux,1,0,D
2005-2006,3,Le Mans,Rennais,4,0,D
2005-2006,3,Strasbourg,Monaco,1,2,E
2005-2006,3,Marseille,Lyon,1,1,N
2005-2006,4,Bordeaux,Monaco,1,0,D
2005-2006,4,Rennais,Marseille,3,2,D
2005-2006,4,Nice,Nantes,1,1,N
2005-2006,4,Sochaux,Lille,0,0,N
2005-2006,4,Ajaccio,Le Mans,0,0,N
2005-2006,4,Lens,Auxerre,7,0,D
2005-2006,4,Metz,Strasbourg,0,0,N
2005-2006,4,Lyon,Nancy,1,0,D
2005-2006,4,Toulouse,Saint-Étienne,1,1,N
2005-2006,4,Troyes,PSG,1,1,N
2005-2006,5,Lille,Toulouse,0,0,N
2005-2006,5,Marseille,Ajaccio,1,1,N
2005-2006,5,Nantes,Metz,0,0,N
2005-2006,5,Le Mans,Troyes,1,0,D
2005-2006,5,Strasbourg,Bordeaux,0,0,N
2005-2006,5,PSG,Nice,1,2,E
2005-2006,5,Saint-Étienne,Sochaux,0,0,N
2005-2006,5,Nancy,Rennais,6,0,D
2005-2006,5,Monaco,Lens,0,0,N
2005-2006,5,Auxerre,Lyon,0,2,E
2005-2006,6,Lyon,Monaco,2,1,D
2005-2006,6,PSG,Strasbourg,1,0,D
2005-2006,6,Rennais,Auxerre,3,1,D
2005-2006,6,Toulouse,Le Mans,0,2,E
2005-2006,6,Nice,Saint-Étienne,0,1,E
2005-2006,6,Ajaccio,Nancy,1,0,D
2005-2006,6,Troyes,Nantes,1,0,D
2005-2006,6,Metz,Lille,0,2,E
2005-2006,6,Lens,Bordeaux,1,1,N
2005-2006,6,Sochaux,Marseille,0,1,E
2005-2006,7,Bordeaux,Lyon,1,1,N
2005-2006,7,Lille,Nice,4,0,D
2005-2006,7,Nancy,Metz,1,1,N
2005-2006,7,Nantes,Toulouse,2,0,D
2005-2006,7,Le Mans,Sochaux,2,1,D
2005-2006,7,Marseille,Troyes,2,1,D
2005-2006,7,Monaco,Rennais,0,2,E
2005-2006,7,Auxerre,Ajaccio,2,0,D
2005-2006,7,Strasbourg,Lens,1,1,N
2005-2006,7,Saint-Étienne,PSG,3,0,D
2005-2006,8,Toulouse,Marseille,1,0,D
2005-2006,8,Nice,Le Mans,1,0,D
2005-2006,8,Sochaux,Nantes,1,0,D
2005-2006,8,Ajaccio,Strasbourg,0,0,N
2005-2006,8,Troyes,Monaco,1,2,E
2005-2006,8,Metz,Auxerre,1,2,E
2005-2006,8,Rennais,Bordeaux,2,2,N
2005-2006,8,Saint-Étienne,Nancy,0,2,E
2005-2006,8,PSG,Lille,2,1,D
2005-2006,8,Lyon,Lens,1,1,N
2005-2006,9,Monaco,Nice,0,0,N
2005-2006,9,Bordeaux,Ajaccio,1,0,D
2005-2006,9,Marseille,Metz,3,1,D
2005-2006,9,Nancy,Troyes,2,1,D
2005-2006,9,Auxerre,Sochaux,3,0,D
2005-2006,9,Le Mans,PSG,0,0,N
2005-2006,9,Strasbourg,Toulouse,2,4,E
2005-2006,9,Lille,Saint-Étienne,2,0,D
2005-2006,9,Nantes,Lyon,0,1,E
2005-2006,9,Lens,Rennais,0,0,N
2005-2006,10,PSG,Nantes,2,0,D
2005-2006,10,Saint-Étienne,Le Mans,3,0,D
2005-2006,10,Sochaux,Nancy,0,2,E
2005-2006,10,Metz,Bordeaux,0,1,E
2005-2006,10,Toulouse,Auxerre,2,0,D
2005-2006,10,Troyes,Strasbourg,1,1,N
2005-2006,10,Lille,Monaco,0,1,E
2005-2006,10,Rennais,Lyon,1,3,E
2005-2006,10,Nice,Marseille,0,1,E
2005-2006,10,Ajaccio,Lens,0,0,N
2005-2006,11,Nantes,Saint-Étienne,1,1,N
2005-2006,11,Bordeaux,Sochaux,1,1,N
2005-2006,11,Nancy,Toulouse,2,0,D
2005-2006,11,Monaco,Metz,3,0,D
2005-2006,11,Lens,Nice,2,2,N
2005-2006,11,Auxerre,Troyes,3,0,D
2005-2006,11,Le Mans,Lille,1,1,N
2005-2006,11,Strasbourg,Rennais,0,1,E
2005-2006,11,Lyon,Ajaccio,3,2,D
2005-2006,11,Marseille,PSG,1,0,D
2005-2006,12,Metz,Lyon,0,4,E
2005-2006,12,Lille,Nantes,2,0,D
2005-2006,12,Toulouse,Bordeaux,1,1,N
2005-2006,12,Nice,Auxerre,1,0,D
2005-2006,12,PSG,Nancy,1,0,D
2005-2006,12,Sochaux,Monaco,2,1,D
2005-2006,12,Ajaccio,Rennais,0,1,E
2005-2006,12,Troyes,Lens,1,1,N
2005-2006,12,Le Mans,Strasbourg,2,0,D
2005-2006,12,Saint-Étienne,Marseille,2,1,D
2005-2006,13,Marseille,Lille,1,1,N
2005-2006,13,Bordeaux,Troyes,2,0,D
2005-2006,13,Rennais,Metz,2,1,D
2005-2006,13,Nantes,Le Mans,1,0,D
2005-2006,13,Monaco,Ajaccio,3,0,D
2005-2006,13,Lens,Toulouse,1,0,D
2005-2006,13,Strasbourg,Saint-Étienne,0,1,E
2005-2006,13,Lyon,Sochaux,1,0,D
2005-2006,13,Nancy,Nice,0,0,N
2005-2006,13,Auxerre,PSG,2,0,D
2005-2006,14,Toulouse,Lyon,0,1,E
2005-2006,14,Nice,Bordeaux,0,1,E
2005-2006,14,Nantes,Nancy,3,0,D
2005-2006,14,Le Mans,Marseille,3,0,D
2005-2006,14,Metz,Ajaccio,2,0,D
2005-2006,14,Saint-Étienne,Auxerre,1,1,N
2005-2006,14,Lille,Strasbourg,2,0,D
2005-2006,14,Sochaux,Lens,1,1,N
2005-2006,14,Troyes,Rennais,2,1,D
2005-2006,14,PSG,Monaco,0,0,N
2005-2006,15,Marseille,Nantes,2,1,D
2005-2006,15,Monaco,Saint-Étienne,1,0,D
2005-2006,15,Ajaccio,Sochaux,0,1,E
2005-2006,15,Lens,Metz,0,0,N
2005-2006,15,Auxerre,Lille,3,2,D
2005-2006,15,Strasbourg,Nice,0,0,N
2005-2006,15,Lyon,Troyes,2,1,D
2005-2006,15,Nancy,Le Mans,1,0,D
2005-2006,15,Rennais,Toulouse,4,1,D
2005-2006,15,Bordeaux,PSG,0,2,E
2005-2006,16,Le Mans,Auxerre,0,2,E
2005-2006,16,Saint-Étienne,Bordeaux,1,1,N
2005-2006,16,Troyes,Metz,0,0,N
2005-2006,16,Lille,Nancy,1,0,D
2005-2006,16,Toulouse,Ajaccio,3,0,D
2005-2006,16,Nice,Lyon,1,1,N
2005-2006,16,Sochaux,Rennais,1,0,D
2005-2006,16,PSG,Lens,3,4,E
2005-2006,16,Nantes,Strasbourg,4,3,D
2005-2006,16,Marseille,Monaco,2,1,D
2005-2006,17,Lyon,PSG,2,0,D
2005-2006,17,Metz,Toulouse,2,2,N
2005-2006,17,Strasbourg,Sochaux,0,0,N
2005-2006,17,Bordeaux,Lille,1,0,D
2005-2006,17,Ajaccio,Troyes,0,1,E
2005-2006,17,Monaco,Le Mans,2,0,D
2005-2006,17,Auxerre,Nantes,4,0,D
2005-2006,17,Rennais,Nice,1,0,D
2005-2006,17,Nancy,Marseille,1,1,N
2005-2006,17,Lens,Saint-Étienne,2,1,D
2005-2006,18,Lille,Lens,0,0,N
2005-2006,18,Sochaux,Metz,1,1,N
2005-2006,18,Le Mans,Bordeaux,1,0,D
2005-2006,18,PSG,Rennais,2,0,D
2005-2006,18,Toulouse,Troyes,2,1,D
2005-2006,18,Marseille,Auxerre,1,0,D
2005-2006,18,Nancy,Strasbourg,1,2,E
2005-2006,18,Nice,Ajaccio,1,0,D
2005-2006,18,Nantes,Monaco,0,0,N
2005-2006,18,Saint-Étienne,Lyon,0,0,N
2005-2006,19,Lyon,Lille,1,3,E
2005-2006,19,Ajaccio,PSG,1,1,N
2005-2006,19,Bordeaux,Nantes,0,0,N
2005-2006,19,Rennais,Saint-Étienne,0,1,E
2005-2006,19,Troyes,Sochaux,2,1,D
2005-2006,19,Auxerre,Nancy,0,1,E
2005-2006,19,Metz,Nice,1,0,D
2005-2006,19,Strasbourg,Marseille,0,1,E
2005-2006,19,Monaco,Toulouse,1,0,D
2005-2006,19,Lens,Le Mans,2,0,D
2005-2006,20,Strasbourg,Lyon,0,4,E
2005-2006,20,Nice,Toulouse,2,1,D
2005-2006,20,PSG,Sochaux,3,1,D
2005-2006,20,Nantes,Rennais,0,2,E
2005-2006,20,Le Mans,Metz,2,0,D
2005-2006,20,Lille,Ajaccio,2,0,D
2005-2006,20,Saint-Étienne,Troyes,1,1,N
2005-2006,20,Nancy,Bordeaux,0,0,N
2005-2006,20,Marseille,Lens,1,1,N
2005-2006,20,Auxerre,Monaco,2,1,D
2005-2006,21,Bordeaux,Auxerre,1,0,D
2005-2006,21,Rennais,Le Mans,1,0,D
2005-2006,21,Sochaux,Nice,1,1,N
2005-2006,21,Ajaccio,Nantes,0,2,E
2005-2006,21,Troyes,Lille,1,0,D
2005-2006,21,Monaco,Strasbourg,1,1,N
2005-2006,21,Lens,Nancy,1,2,E
2005-2006,21,Metz,Saint-Étienne,0,1,E
2005-2006,21,Lyon,Marseille,2,1,D
2005-2006,21,Toulouse,PSG,1,0,D
2005-2006,22,Nancy,Lyon,0,2,E
2005-2006,22,Lille,Sochaux,3,0,D
2005-2006,22,Nantes,Nice,0,0,N
2005-2006,22,Monaco,Bordeaux,0,1,E
2005-2006,22,Auxerre,Lens,1,0,D
2005-2006,22,Le Mans,Ajaccio,1,0,D
2005-2006,22,Strasbourg,Metz,2,1,D
2005-2006,22,PSG,Troyes,2,1,D
2005-2006,22,Marseille,Rennais,1,0,D
2005-2006,22,Saint-Étienne,Toulouse,1,3,E
2005-2006,23,Ajaccio,Marseille,3,1,D
2005-2006,23,Toulouse,Lille,0,0,N
2005-2006,23,Nice,PSG,1,0,D
2005-2006,23,Sochaux,Saint-Étienne,4,0,D
2005-2006,23,Troyes,Le Mans,1,3,E
2005-2006,23,Metz,Nantes,1,4,E
2005-2006,23,Bordeaux,Strasbourg,2,1,D
2005-2006,23,Rennais,Nancy,0,2,E
2005-2006,23,Lens,Monaco,1,1,N
2005-2006,23,Lyon,Auxerre,1,1,N
2005-2006,24,Bordeaux,Lens,1,0,D
2005-2006,24,Marseille,Sochaux,0,0,N
2005-2006,24,Nancy,Ajaccio,0,0,N
2005-2006,24,Auxerre,Rennais,2,0,D
2005-2006,24,Le Mans,Toulouse,1,1,N
2005-2006,24,Lille,Metz,3,1,D
2005-2006,24,Strasbourg,PSG,1,1,N
2005-2006,24,Saint-Étienne,Nice,0,1,E
2005-2006,24,Nantes,Troyes,1,1,N
2005-2006,24,Monaco,Lyon,2,1,D
2005-2006,25,PSG,Saint-Étienne,2,2,N
2005-2006,25,Sochaux,Le Mans,0,0,N
2005-2006,25,Rennais,Monaco,1,3,E
2005-2006,25,Ajaccio,Auxerre,1,0,D
2005-2006,25,Toulouse,Nantes,1,0,D
2005-2006,25,Lens,Strasbourg,2,1,D
2005-2006,25,Nice,Lille,2,0,D
2005-2006,25,Troyes,Marseille,0,1,E
2005-2006,25,Lyon,Bordeaux,0,0,N
2005-2006,25,Metz,Nancy,0,0,N
2005-2006,26,Lens,Lyon,1,1,N
2005-2006,26,Bordeaux,Rennais,2,0,D
2005-2006,26,Nancy,Saint-Étienne,2,0,D
2005-2006,26,Nantes,Sochaux,3,1,D
2005-2006,26,Monaco,Troyes,1,1,N
2005-2006,26,Auxerre,Metz,1,1,N
2005-2006,26,Le Mans,Nice,2,0,D
2005-2006,26,Strasbourg,Ajaccio,2,2,N
2005-2006,26,Marseille,Toulouse,0,0,N
2005-2006,26,Lille,PSG,0,0,N
2005-2006,27,Lyon,Nantes,3,1,D
2005-2006,27,Nice,Monaco,2,0,D
2005-2006,27,PSG,Le Mans,0,1,E
2005-2006,27,Rennais,Lens,4,1,D
2005-2006,27,Saint-Étienne,Lille,0,2,E
2005-2006,27,Toulouse,Strasbourg,1,2,E
2005-2006,27,Sochaux,Auxerre,1,0,D
2005-2006,27,Ajaccio,Bordeaux,0,2,E
2005-2006,27,Troyes,Nancy,0,1,E
2005-2006,27,Metz,Marseille,1,0,D
2005-2006,28,Nantes,PSG,0,0,N
2005-2006,28,Lyon,Rennais,1,4,E
2005-2006,28,Bordeaux,Metz,3,3,N
2005-2006,28,Auxerre,Toulouse,2,0,D
2005-2006,28,Nancy,Sochaux,0,3,E
2005-2006,28,Le Mans,Saint-Étienne,0,1,E
2005-2006,28,Monaco,Lille,0,1,E
2005-2006,28,Lens,Ajaccio,1,0,D
2005-2006,28,Strasbourg,Troyes,2,0,D
2005-2006,28,Marseille,Nice,1,0,D
2005-2006,29,Lille,Le Mans,4,0,D
2005-2006,29,Rennais,Strasbourg,2,1,D
2005-2006,29,Toulouse,Nancy,1,1,N
2005-2006,29,Nice,Lens,0,0,N
2005-2006,29,Ajaccio,Lyon,1,3,E
2005-2006,29,Metz,Monaco,2,1,D
2005-2006,29,PSG,Marseille,0,0,N
2005-2006,29,Troyes,Auxerre,1,1,N
2005-2006,29,Saint-Étienne,Nantes,1,0,D
2005-2006,29,Sochaux,Bordeaux,0,3,E
2005-2006,30,Nancy,PSG,1,1,N
2005-2006,30,Lyon,Metz,4,0,D
2005-2006,30,Bordeaux,Toulouse,2,0,D
2005-2006,30,Rennais,Ajaccio,3,0,D
2005-2006,30,Monaco,Sochaux,4,1,D
2005-2006,30,Lens,Troyes,1,0,D
2005-2006,30,Auxerre,Nice,2,0,D
2005-2006,30,Nantes,Lille,1,1,N
2005-2006,30,Strasbourg,Le Mans,1,2,E
2005-2006,30,Marseille,Saint-Étienne,2,0,D
2005-2006,31,Le Mans,Nantes,0,0,N
2005-2006,31,Nice,Nancy,1,0,D
2005-2006,31,Sochaux,Lyon,0,4,E
2005-2006,31,Ajaccio,Monaco,1,0,D
2005-2006,31,Metz,Rennais,0,1,E
2005-2006,31,Troyes,Bordeaux,1,1,N
2005-2006,31,Toulouse,Lens,1,1,N
2005-2006,31,Lille,Marseille,0,0,N
2005-2006,31,Saint-Étienne,Strasbourg,0,2,E
2005-2006,31,PSG,Auxerre,4,1,D
2005-2006,32,Lyon,Toulouse,1,1,N
2005-2006,32,Rennais,Troyes,2,0,D
2005-2006,32,Marseille,Le Mans,1,1,N
2005-2006,32,Nancy,Nantes,0,0,N
2005-2006,32,Ajaccio,Metz,0,1,E
2005-2006,32,Lens,Sochaux,2,1,D
2005-2006,32,Auxerre,Saint-Étienne,0,0,N
2005-2006,32,Strasbourg,Lille,2,2,N
2005-2006,32,Bordeaux,Nice,1,0,D
2005-2006,32,Monaco,PSG,1,1,N
2005-2006,33,Lille,Auxerre,1,1,N
2005-2006,33,Troyes,Lyon,0,1,E
2005-2006,33,Saint-Étienne,Monaco,1,1,N
2005-2006,33,Nice,Strasbourg,3,1,D
2005-2006,33,Sochaux,Ajaccio,3,1,D
2005-2006,33,Nantes,Marseille,1,3,E
2005-2006,33,Metz,Lens,0,1,E
2005-2006,33,Toulouse,Rennais,0,1,E
2005-2006,33,Le Mans,Nancy,0,0,N
2005-2006,33,PSG,Bordeaux,3,1,D
2005-2006,34,Lens,PSG,1,1,N
2005-2006,34,Ajaccio,Toulouse,1,0,D
2005-2006,34,Monaco,Marseille,1,0,D
2005-2006,34,Metz,Troyes,2,4,E
2005-2006,34,Strasbourg,Nantes,0,1,E
2005-2006,34,Lyon,Nice,2,1,D
2005-2006,34,Bordeaux,Saint-Étienne,0,0,N
2005-2006,34,Nancy,Lille,0,0,N
2005-2006,34,Auxerre,Le Mans,0,0,N
2005-2006,34,Rennais,Sochaux,2,1,D
2005-2006,35,Toulouse,Metz,2,0,D
2005-2006,35,Lille,Bordeaux,3,2,D
2005-2006,35,Saint-Étienne,Lens,2,0,D
2005-2006,35,Marseille,Nancy,6,0,D
2005-2006,35,Sochaux,Strasbourg,1,1,N
2005-2006,35,Troyes,Ajaccio,3,0,D
2005-2006,35,Nantes,Auxerre,3,2,D
2005-2006,35,Le Mans,Monaco,0,0,N
2005-2006,35,Nice,Rennais,2,1,D
2005-2006,35,PSG,Lyon,0,1,E
2005-2006,36,Lens,Lille,4,2,D
2005-2006,36,Ajaccio,Nice,0,3,E
2005-2006,36,Troyes,Toulouse,3,1,D
2005-2006,36,Monaco,Nantes,1,1,N
2005-2006,36,Metz,Sochaux,0,1,E
2005-2006,36,Strasbourg,Nancy,1,3,E
2005-2006,36,Bordeaux,Le Mans,2,2,N
2005-2006,36,Lyon,Saint-Étienne,4,0,D
2005-2006,36,Rennais,PSG,1,1,N
2005-2006,36,Auxerre,Marseille,1,2,E
2005-2006,37,PSG,Ajaccio,2,4,E
2005-2006,37,Nantes,Bordeaux,0,1,E
2005-2006,37,Lille,Lyon,4,0,D
2005-2006,37,Le Mans,Lens,0,0,N
2005-2006,37,Saint-Étienne,Rennais,0,0,N
2005-2006,37,Toulouse,Monaco,3,3,N
2005-2006,37,Marseille,Strasbourg,2,2,N
2005-2006,37,Nancy,Auxerre,1,3,E
2005-2006,37,Nice,Metz,2,1,D
2005-2006,37,Sochaux,Troyes,1,1,N
2005-2006,38,Monaco,Nancy,2,2,N
2005-2006,38,Lens,Nantes,3,1,D
2005-2006,38,Auxerre,Strasbourg,4,0,D
