Saison,Journée,Equipe 1,Equipe 2,Lieu,Buts Equipe 1,Buts Equipe 2,Résultat,Classement Equipe 1,Classement Equipe 2,Moyenne_BM par 1,Moyenne_BM par 2,Moyenne_BM par 1 selon Lieu,Moyenne_BM par 2 selon Lieu,Moyenne_BE par 1,Moyenne_BE par 2,Moyenne_BE par 1 selon Lieu,Moyenne_BE par 2 selon Lieu,Forme 1,Forme 2,Historique
2021-2022,15,Nice,Metz,Domicile,0,1,-1,2,20,1.7857142857142858,1.1428571428571428,1.7142857142857142,1.0,0.7857142857142857,2.142857142857143,1.0,2.142857142857143,1.0,-2.0,3
2021-2022,16,Nice,PSG,Extérieur,0,0,0,3,1,1.6666666666666667,2.3333333333333335,1.8571428571428572,2.7142857142857144,0.8,1.0,0.5714285714285714,0.8571428571428571,1.0,4.0,-8
2021-2022,17,Nice,Strasbourg,Domicile,0,3,-1,4,6,1.5625,1.9375,1.5,1.1428571428571428,0.75,1.375,1.0,1.7142857142857142,0.0,2.0,1
2021-2022,18,Nice,Rennais,Extérieur,2,1,1,4,2,1.4705882352941178,1.8823529411764706,1.625,2.0,0.8823529411764706,0.8235294117647058,0.5,0.6666666666666666,-2.0,3.0,3
2021-2022,19,Nice,Lens,Domicile,2,1,1,4,6,1.5,1.7777777777777777,1.3333333333333333,1.5555555555555556,0.8888888888888888,1.4444444444444444,1.2222222222222223,1.8888888888888888,0.0,-2.0,0
2021-2022,20,Nice,Brest,Extérieur,3,0,1,2,12,1.5263157894736843,1.368421052631579,1.6666666666666667,1.4444444444444444,0.8947368421052632,1.4736842105263157,0.5555555555555556,1.4444444444444444,0.0,2.0,2
2021-2022,21,Nice,Nantes,Domicile,2,1,1,2,9,1.6,1.25,1.4,1.1,0.85,1.15,1.2,1.3,2.0,2.0,1
2021-2022,22,Nice,Metz,Extérieur,2,0,1,2,16,1.619047619047619,1.1428571428571428,1.8,1.4,0.8571428571428571,1.9523809523809523,0.5,2.1,3.0,0.0,2
2021-2022,23,Nice,Clermont,Domicile,0,1,-1,2,15,1.6363636363636365,1.0,1.4545454545454546,0.9090909090909091,0.8181818181818182,1.7727272727272727,1.1818181818181819,2.272727272727273,5.0,0.0,1
2021-2022,24,Nice,Lyon,Extérieur,0,2,-1,3,8,1.565217391304348,1.3478260869565217,1.8181818181818181,1.75,0.8260869565217391,1.3043478260869565,0.45454545454545453,1.0833333333333333,3.0,1.0,-9
2021-2022,25,Nice,Angers,Domicile,1,0,1,3,13,1.5,1.25,1.3333333333333333,1.3333333333333333,0.875,1.4583333333333333,1.1666666666666667,1.6666666666666667,1.0,-2.0,4
2021-2022,26,Nice,Strasbourg,Extérieur,0,0,0,3,4,1.48,1.92,1.6666666666666667,2.25,0.84,1.24,0.5833333333333334,1.0833333333333333,1.0,2.0,0
2021-2022,27,Nice,PSG,Domicile,1,0,1,3,1,1.4230769230769231,2.1538461538461537,1.3076923076923077,1.9230769230769231,0.8076923076923077,0.8846153846153846,1.0769230769230769,1.2307692307692308,0.0,3.0,-8
2021-2022,28,Nice,Montpellier,Extérieur,0,0,0,2,11,1.4074074074074074,1.5185185185185186,1.5384615384615385,1.7142857142857142,0.7777777777777778,1.4814814814814814,0.5384615384615384,1.2857142857142858,0.0,-3.0,-4
2021-2022,29,Nice,Marseille,Extérieur,1,2,-1,3,2,1.3571428571428572,1.5357142857142858,1.4285714285714286,1.5714285714285714,0.75,0.9285714285714286,0.5,1.1428571428571428,1.0,0.0,-12
2021-2022,30,Nice,Rennais,Domicile,1,1,0,4,3,1.3448275862068966,2.1724137931034484,1.2857142857142858,1.7142857142857142,0.7931034482758621,0.9655172413793104,1.0,1.2857142857142858,1.0,5.0,4
2021-2022,31,Nice,Lens,Extérieur,0,3,-1,5,10,1.3333333333333333,1.5,1.4,1.7333333333333334,0.8,1.3333333333333333,0.6,1.0666666666666667,0.0,0.0,1
2021-2022,32,Nice,Lorient,Domicile,2,1,1,5,16,1.2903225806451613,1.0,1.2666666666666666,0.875,0.8709677419354839,1.6129032258064515,1.0,2.125,-1.0,0.0,5
2021-2022,33,Nice,Monaco,Extérieur,0,1,-1,4,6,1.3125,1.5625,1.3125,1.9375,0.875,1.0625,0.75,0.875,-1.0,3.0,-1
2021-2022,34,Nice,Troyes,Domicile,1,0,1,6,16,1.2727272727272727,0.9090909090909091,1.3125,0.9375,0.8787878787878788,1.393939393939394,1.0,1.875,-2.0,-1.0,2
2021-2022,35,Nice,Bordeaux,Extérieur,1,0,1,5,19,1.2647058823529411,1.3823529411764706,1.2352941176470589,1.4705882352941178,0.8529411764705882,2.4705882352941178,0.7647058823529411,1.8823529411764706,0.0,-1.0,-1
2021-2022,36,Nice,Saint-Étienne,Domicile,4,2,1,5,18,1.2571428571428571,1.0857142857142856,1.2941176470588236,0.8823529411764706,0.8285714285714286,2.0,0.9411764705882353,2.0,1.0,-2.0,6
2021-2022,37,Nice,Lille,Domicile,1,3,-1,4,10,1.3333333333333333,1.1944444444444444,1.4444444444444444,1.1666666666666667,0.8611111111111112,1.25,1.0,1.3888888888888888,3.0,-3.0,6
2021-2022,38,Nice,Reims,Extérieur,3,2,1,6,12,1.3243243243243243,1.1081081081081081,1.2222222222222223,1.2777777777777777,0.918918918918919,1.1081081081081081,0.7222222222222222,1.1111111111111112,1.0,1.0,2
2021-2022,1,PSG,Troyes,Extérieur,2,1,1,,,,,,,,,,,,,10
2021-2022,2,PSG,Strasbourg,Domicile,4,2,1,4,20,2.0,0.0,,,1.0,2.0,,,1.0,-1.0,9
2021-2022,3,PSG,Brest,Extérieur,4,2,1,3,11,3.0,1.0,2.0,1.0,1.5,1.0,1.0,1.0,2.0,0.0,8
2021-2022,4,PSG,Reims,Extérieur,2,0,1,1,12,3.3333333333333335,1.3333333333333333,3.0,3.0,1.6666666666666667,1.3333333333333333,1.5,3.0,3.0,0.0,5
2021-2022,5,PSG,Clermont,Domicile,4,0,1,1,3,3.0,2.25,4.0,2.5,1.25,1.25,2.0,1.5,4.0,2.0,0
2021-2022,6,PSG,Lyon,Domicile,2,1,1,1,7,3.2,1.6,4.0,0.5,1.0,1.6,1.0,1.5,5.0,1.0,5
2021-2022,7,PSG,Metz,Extérieur,2,1,1,1,20,3.0,1.0,2.6666666666666665,1.3333333333333333,1.0,2.1666666666666665,1.0,2.0,5.0,-3.0,11
2021-2022,8,PSG,Montpellier,Domicile,2,0,1,1,10,2.857142857142857,2.142857142857143,3.3333333333333335,1.6666666666666667,1.0,1.8571428571428572,1.0,2.0,5.0,1.0,8
2021-2022,9,PSG,Rennais,Extérieur,0,2,-1,1,13,2.75,1.25,2.5,2.0,0.875,1.125,1.0,0.75,5.0,-2.0,3
2021-2022,10,PSG,Angers,Domicile,2,1,1,1,4,2.4444444444444446,1.5555555555555556,3.0,1.25,1.0,1.0,0.75,0.75,3.0,0.0,10
2021-2022,11,PSG,Marseille,Extérieur,0,0,0,1,3,2.4,1.9,2.0,2.6,1.0,1.2,1.2,1.4,3.0,0.0,12
2021-2022,12,PSG,Lille,Domicile,2,1,1,1,10,2.1818181818181817,1.2727272727272727,2.8,1.1666666666666667,0.9090909090909091,1.4545454545454546,0.8,1.5,2.0,2.0,10
2021-2022,13,PSG,Bordeaux,Extérieur,3,2,1,1,16,2.1666666666666665,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.9166666666666666,2.0,1.0,1.6666666666666667,2.0,0.0,7
2021-2022,14,PSG,Nantes,Domicile,3,1,1,1,10,2.230769230769231,1.3846153846153846,2.6666666666666665,1.1666666666666667,1.0,1.2307692307692308,0.8333333333333334,1.5,2.0,1.0,17
2021-2022,15,PSG,Saint-Étienne,Extérieur,3,1,1,1,19,2.2857142857142856,1.1428571428571428,1.8571428571428572,1.2857142857142858,1.0,2.0,1.1428571428571428,1.7142857142857142,4.0,1.0,12
2021-2022,16,PSG,Nice,Domicile,0,0,0,1,3,2.3333333333333335,1.6666666666666667,2.7142857142857144,1.8571428571428572,1.0,0.8,0.8571428571428571,0.5714285714285714,4.0,1.0,8
2021-2022,17,PSG,Lens,Extérieur,1,1,0,1,5,2.1875,1.8125,2.0,2.125,0.9375,1.375,1.125,1.0,4.0,-1.0,-2
2021-2022,18,PSG,Monaco,Domicile,2,0,1,1,7,2.1176470588235294,1.588235294117647,2.375,1.25,0.9411764705882353,1.1764705882352942,0.75,1.25,3.0,2.0,-1
2021-2022,19,PSG,Lorient,Extérieur,1,1,0,1,19,2.111111111111111,0.7777777777777778,1.8888888888888888,0.875,0.8888888888888888,1.6666666666666667,1.1111111111111112,1.0,3.0,-5.0,8
2021-2022,20,PSG,Lyon,Extérieur,1,1,0,1,13,2.0526315789473686,1.4736842105263157,1.8,1.9,0.8947368421052632,1.4210526315789473,1.1,1.2,2.0,0.0,6
2021-2022,21,PSG,Brest,Domicile,2,0,1,1,13,2.0,1.3,2.3333333333333335,1.3,0.9,1.55,0.6666666666666666,1.5,1.0,0.0,9
2021-2022,22,PSG,Reims,Domicile,4,0,1,1,14,2.0,1.0476190476190477,2.3,1.0,0.8571428571428571,1.0952380952380953,0.6,1.0909090909090908,2.0,-1.0,6
2021-2022,23,PSG,Lille,Extérieur,5,1,1,1,11,2.090909090909091,1.3636363636363635,1.7272727272727273,1.4,0.8181818181818182,1.3636363636363635,1.0909090909090908,1.1,3.0,1.0,11
2021-2022,24,PSG,Rennais,Domicile,1,0,1,1,5,2.217391304347826,1.8695652173913044,2.4545454545454546,1.4545454545454546,0.8260869565217391,0.9130434782608695,0.5454545454545454,1.1818181818181819,3.0,-1.0,2
2021-2022,25,PSG,Nantes,Extérieur,1,3,-1,1,9,2.1666666666666665,1.2916666666666667,2.0,1.5833333333333333,0.7916666666666666,1.1666666666666667,1.0833333333333333,1.0,4.0,0.0,18
2021-2022,26,PSG,Saint-Étienne,Domicile,3,1,1,1,16,2.12,1.04,2.3333333333333335,0.8333333333333334,0.88,1.88,0.5,1.75,3.0,0.0,13
2021-2022,27,PSG,Nice,Extérieur,0,1,-1,1,3,2.1538461538461537,1.4230769230769231,1.9230769230769231,1.3076923076923077,0.8846153846153846,0.8076923076923077,1.2307692307692308,1.0769230769230769,3.0,0.0,8
2021-2022,28,PSG,Bordeaux,Domicile,3,0,1,1,20,2.074074074074074,1.4074074074074074,2.3846153846153846,1.3846153846153846,0.8888888888888888,2.4074074074074074,0.5384615384615384,2.923076923076923,1.0,-3.0,8
2021-2022,29,PSG,Monaco,Extérieur,0,3,-1,1,8,2.107142857142857,1.4285714285714286,1.7857142857142858,1.8571428571428572,0.8571428571428571,1.0714285714285714,1.2142857142857142,0.9285714285714286,1.0,-1.0,0
2021-2022,30,PSG,Lorient,Domicile,5,1,1,1,16,2.0344827586206895,0.8275862068965517,2.4285714285714284,0.8666666666666667,0.9310344827586207,1.4827586206896552,0.5,1.9333333333333333,-1.0,0.0,8
2021-2022,31,PSG,Clermont,Extérieur,6,1,1,1,17,2.1333333333333333,1.0,1.6666666666666667,1.0666666666666667,0.9333333333333333,1.8,1.3333333333333333,1.4666666666666666,1.0,-4.0,1
2021-2022,32,PSG,Marseille,Domicile,2,1,1,1,2,2.2580645161290325,1.6451612903225807,2.6,1.6666666666666667,0.9354838709677419,0.9354838709677419,0.5333333333333333,0.8,1.0,3.0,12
2021-2022,33,PSG,Angers,Extérieur,3,0,1,1,14,2.25,1.125,1.9375,1.0625,0.9375,1.4375,1.3125,1.1875,3.0,-1.0,11
2021-2022,34,PSG,Lens,Domicile,1,1,0,1,7,2.272727272727273,1.5757575757575757,2.5625,1.3125,0.9090909090909091,1.2424242424242424,0.5625,1.5625,3.0,3.0,-2
2021-2022,35,PSG,Strasbourg,Extérieur,3,3,0,1,6,2.235294117647059,1.6176470588235294,2.0,1.8823529411764706,0.9117647058823529,1.0588235294117647,1.2352941176470589,0.8823529411764706,4.0,1.0,10
2021-2022,36,PSG,Troyes,Domicile,2,2,0,1,14,2.257142857142857,0.9428571428571428,2.4705882352941178,0.8823529411764706,0.9714285714285714,1.3428571428571427,0.5882352941176471,1.8235294117647058,3.0,-2.0,11
2021-2022,37,PSG,Montpellier,Extérieur,4,0,1,1,13,2.25,1.3611111111111112,2.0555555555555554,1.5,1.0,1.5277777777777777,1.3333333333333333,1.2222222222222223,2.0,-3.0,9
2021-2022,38,PSG,Metz,Domicile,5,0,1,1,18,2.2972972972972974,0.9459459459459459,2.4444444444444446,0.7777777777777778,0.972972972972973,1.7297297297297298,0.6666666666666666,1.8333333333333333,2.0,0.0,12
2021-2022,1,Reims,Nice,Extérieur,0,0,0,,,,,,,,,,,,,-2
2021-2022,2,Reims,Montpellier,Domicile,3,3,0,15,17,0.0,2.0,,,0.0,3.0,,,0.0,-1.0,-1
2021-2022,3,Reims,Metz,Extérieur,1,1,0,10,15,1.5,1.5,0.0,3.0,1.5,2.5,0.0,3.0,0.0,-1.0,-3
2021-2022,4,Reims,PSG,Domicile,0,2,-1,12,1,1.3333333333333333,3.3333333333333335,3.0,3.0,1.3333333333333333,1.6666666666666667,3.0,1.5,0.0,3.0,-5
2021-2022,5,Reims,Rennais,Extérieur,2,0,1,17,8,1.0,0.75,0.5,1.0,1.5,1.0,0.5,0.5,-1.0,0.0,3
2021-2022,6,Reims,Lorient,Domicile,0,0,0,10,8,1.2,1.4,1.5,1.3333333333333333,1.2,1.4,2.5,2.0,0.0,1.0,-1
2021-2022,7,Reims,Lille,Extérieur,1,2,-1,11,15,1.0,1.1666666666666667,1.0,1.0,1.0,2.0,0.3333333333333333,2.5,0.0,-2.0,0
2021-2022,8,Reims,Nantes,Domicile,3,1,1,15,8,1.0,1.4285714285714286,1.0,1.6666666666666667,1.1428571428571428,1.0,1.6666666666666667,1.0,-1.0,-1.0,3
2021-2022,9,Reims,Lens,Extérieur,0,2,-1,11,2,1.25,1.75,1.0,1.25,1.125,1.25,0.75,1.25,0.0,2.0,-1
2021-2022,10,Reims,Brest,Extérieur,1,1,0,14,19,1.1111111111111112,1.1111111111111112,0.8,1.25,1.2222222222222223,2.0,1.0,2.0,0.0,-3.0,1
2021-2022,11,Reims,Troyes,Domicile,1,2,-1,15,16,1.1,0.9,1.5,0.8,1.2,1.4,1.5,1.6,-1.0,-1.0,-2
2021-2022,12,Reims,Bordeaux,Extérieur,2,3,-1,16,17,1.0909090909090908,1.1818181818181819,0.8333333333333334,1.0,1.2727272727272727,2.0,1.0,1.6,-2.0,-1.0,5
2021-2022,13,Reims,Monaco,Domicile,0,0,0,17,10,1.1666666666666667,1.4166666666666667,1.4,1.1666666666666667,1.4166666666666667,1.3333333333333333,1.6,1.5,-2.0,1.0,-3
2021-2022,14,Reims,Strasbourg,Extérieur,1,1,0,16,8,1.0769230769230769,1.8461538461538463,1.0,2.4285714285714284,1.3076923076923077,1.3846153846153846,1.2857142857142858,1.0,-3.0,1.0,1
2021-2022,15,Reims,Clermont,Domicile,1,0,1,15,18,1.0714285714285714,1.2142857142857142,1.1666666666666667,1.2857142857142858,1.2857142857142858,2.0,1.3333333333333333,2.7142857142857144,-2.0,-3.0,0
2021-2022,16,Reims,Lyon,Extérieur,2,1,1,14,7,1.0666666666666667,1.6,1.0,2.125,1.2,1.4666666666666666,1.25,1.125,-1.0,1.0,-2
2021-2022,17,Reims,Angers,Domicile,1,2,-1,14,8,1.125,1.4375,1.1428571428571428,1.375,1.1875,1.3125,1.1428571428571428,1.25,1.0,-1.0,1
2021-2022,18,Reims,Saint-Étienne,Domicile,2,0,1,14,20,1.1176470588235294,1.0,1.125,0.875,1.2352941176470589,2.176470588235294,1.25,2.125,1.0,-1.0,-4
2021-2022,19,Reims,Marseille,Extérieur,1,1,0,14,2,1.1666666666666667,1.4444444444444444,1.1111111111111112,1.6666666666666667,1.1666666666666667,0.8888888888888888,1.2222222222222223,1.0,2.0,1.0,0
2021-2022,20,Reims,Clermont,Extérieur,0,0,0,14,16,1.1578947368421053,1.0526315789473684,1.1,1.1111111111111112,1.1578947368421053,1.7894736842105263,1.2,1.4444444444444444,2.0,-2.0,1
2021-2022,21,Reims,Metz,Domicile,0,1,-1,14,19,1.1,1.15,1.2222222222222223,0.9,1.1,2.05,1.1111111111111112,2.0,1.0,-2.0,-3
2021-2022,22,Reims,PSG,Extérieur,0,4,-1,14,1,1.0476190476190477,2.0,1.0,2.3,1.0952380952380953,0.8571428571428571,1.0909090909090908,0.6,-1.0,2.0,-6
2021-2022,23,Reims,Bordeaux,Domicile,5,0,1,14,17,1.0,1.5454545454545454,1.1,1.5,1.2272727272727273,2.409090909090909,1.1,2.9,-1.0,-1.0,4
2021-2022,24,Reims,Nantes,Extérieur,0,1,-1,14,10,1.173913043478261,1.3043478260869565,0.9166666666666666,1.6363636363636365,1.173913043478261,1.2173913043478262,1.3333333333333333,1.0909090909090908,-1.0,0.0,4
2021-2022,25,Reims,Brest,Domicile,1,1,0,14,12,1.125,1.375,1.4545454545454546,1.0833333333333333,1.1666666666666667,1.5,1.0,1.5833333333333333,-2.0,-1.0,1
2021-2022,26,Reims,Monaco,Extérieur,2,1,1,14,6,1.12,1.52,0.8461538461538461,1.9230769230769231,1.16,1.08,1.3076923076923077,0.8461538461538461,-2.0,1.0,-3
2021-2022,27,Reims,Strasbourg,Domicile,1,1,0,13,5,1.1538461538461537,1.8461538461538463,1.4166666666666667,1.6153846153846154,1.1538461538461537,1.1923076923076923,1.0,1.3846153846153846,0.0,1.0,1
2021-2022,28,Reims,Angers,Extérieur,1,0,1,13,14,1.1481481481481481,1.1481481481481481,0.9285714285714286,1.1538461538461537,1.1481481481481481,1.4814814814814814,1.2857142857142858,1.3076923076923077,1.0,-5.0,0
2021-2022,29,Reims,Lyon,Domicile,0,0,0,12,10,1.1428571428571428,1.4285714285714286,1.3846153846153846,1.1538461538461537,1.1071428571428572,1.3214285714285714,1.0,1.4615384615384615,1.0,0.0,-1
2021-2022,30,Reims,Troyes,Extérieur,0,1,-1,12,15,1.103448275862069,0.9310344827586207,0.9333333333333333,0.9285714285714286,1.0689655172413792,1.4482758620689655,1.2,1.0,2.0,1.0,-3
2021-2022,31,Reims,Rennais,Domicile,2,3,-1,13,3,1.0666666666666667,2.1333333333333333,1.2857142857142858,1.6666666666666667,1.0666666666666667,0.9666666666666667,0.9285714285714286,1.2666666666666666,1.0,4.0,4
2021-2022,32,Reims,Montpellier,Extérieur,0,0,0,13,11,1.096774193548387,1.4193548387096775,0.875,1.5625,1.1290322580645162,1.4193548387096775,1.1875,1.25,-1.0,-2.0,-1
2021-2022,33,Reims,Lille,Domicile,2,1,1,13,9,1.0625,1.25,1.3333333333333333,1.25,1.09375,1.1875,1.0666666666666667,1.25,-1.0,0.0,-1
2021-2022,34,Reims,Marseille,Domicile,0,1,-1,13,2,1.0909090909090908,1.6666666666666667,1.375,1.625,1.0909090909090908,1.0,1.0625,0.875,-1.0,3.0,0
2021-2022,35,Reims,Lorient,Extérieur,2,1,1,13,15,1.0588235294117647,0.9705882352941176,0.8235294117647058,1.125,1.088235294117647,1.6764705882352942,1.1176470588235294,1.0,-2.0,-1.0,-1
2021-2022,36,Reims,Lens,Domicile,1,2,-1,12,8,1.0857142857142856,1.5714285714285714,1.2941176470588236,1.2941176470588236,1.0857142857142856,1.2571428571428571,1.0588235294117647,1.5294117647058822,0.0,3.0,-2
2021-2022,37,Reims,Saint-Étienne,Extérieur,2,1,1,12,18,1.0833333333333333,1.1111111111111112,0.8888888888888888,1.2777777777777777,1.1111111111111112,2.0555555555555554,1.1111111111111112,2.0,0.0,-2.0,-3
2021-2022,38,Reims,Nice,Domicile,2,3,-1,12,6,1.1081081081081081,1.3243243243243243,1.2777777777777777,1.2222222222222223,1.1081081081081081,0.918918918918919,1.1111111111111112,0.7222222222222222,1.0,1.0,-2
2021-2022,1,Rennais,Lens,Domicile,1,1,0,,,,,,,,,,,,,5
2021-2022,2,Rennais,Brest,Extérieur,1,1,0,11,8,1.0,1.0,,,1.0,1.0,,,0.0,0.0,4
2021-2022,3,Rennais,Nantes,Domicile,1,0,1,11,5,1.0,1.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,6
2021-2022,4,Rennais,Angers,Extérieur,0,2,-1,5,2,1.0,2.0,1.0,3.0,0.6666666666666666,0.3333333333333333,1.0,0.0,1.0,2.0,6
2021-2022,5,Rennais,Reims,Domicile,0,2,-1,8,17,0.75,1.0,1.0,0.5,1.0,1.5,0.5,0.5,0.0,-1.0,-3
2021-2022,6,Rennais,Marseille,Extérieur,0,2,-1,11,3,0.6,2.2,0.5,2.5,1.2,1.2,1.5,1.5,-1.0,3.0,-8
2021-2022,7,Rennais,Clermont,Domicile,6,0,1,16,6,0.5,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,-2.0,0.0,0
2021-2022,8,Rennais,Bordeaux,Extérieur,1,1,0,12,16,1.2857142857142858,1.4285714285714286,0.3333333333333333,1.0,1.1428571428571428,2.2857142857142856,1.6666666666666667,2.0,-1.0,-1.0,-6
2021-2022,9,Rennais,PSG,Domicile,2,0,1,13,1,1.25,2.75,2.0,2.5,1.125,0.875,0.75,1.0,-2.0,5.0,-3
2021-2022,10,Rennais,Metz,Extérieur,3,0,1,11,18,1.3333333333333333,1.2222222222222223,0.5,1.25,1.0,2.111111111111111,1.5,2.0,0.0,-3.0,8
2021-2022,11,Rennais,Strasbourg,Domicile,1,0,1,7,8,1.5,1.8,2.0,1.25,0.9,1.5,0.6,2.0,2.0,2.0,5
2021-2022,12,Rennais,Troyes,Extérieur,2,2,0,5,15,1.4545454545454546,1.0,1.0,1.0,0.8181818181818182,1.3636363636363635,1.2,1.2,4.0,0.0,3
2021-2022,13,Rennais,Lyon,Domicile,4,1,1,5,6,1.5,1.6666666666666667,1.8333333333333333,1.0,0.9166666666666666,1.4166666666666667,0.5,1.8,3.0,1.0,-6
2021-2022,14,Rennais,Montpellier,Domicile,2,0,1,5,6,1.6923076923076923,1.6153846153846154,2.142857142857143,1.1666666666666667,0.9230769230769231,1.4615384615384615,0.5714285714285714,1.8333333333333333,4.0,2.0,2
2021-2022,15,Rennais,Lorient,Extérieur,2,0,1,3,14,1.7142857142857142,0.9285714285714286,1.1666666666666667,1.1666666666666667,0.8571428571428571,1.5,1.3333333333333333,0.8333333333333334,4.0,-4.0,7
2021-2022,16,Rennais,Lille,Domicile,1,2,-1,2,13,1.7333333333333334,1.2666666666666666,2.125,1.25,0.8,1.4666666666666666,0.5,1.625,4.0,-1.0,-7
2021-2022,17,Rennais,Saint-Étienne,Extérieur,5,0,1,3,20,1.6875,1.0625,1.2857142857142858,1.25,0.875,2.0,1.1428571428571428,1.875,2.0,0.0,4
2021-2022,18,Rennais,Nice,Domicile,1,2,-1,2,4,1.8823529411764706,1.4705882352941178,2.0,1.625,0.8235294117647058,0.8823529411764706,0.6666666666666666,0.5,3.0,-2.0,-3
2021-2022,19,Rennais,Monaco,Extérieur,1,2,-1,3,8,1.8333333333333333,1.5,1.75,1.8888888888888888,0.8888888888888888,1.2222222222222223,1.0,1.1111111111111112,1.0,1.0,-3
2021-2022,20,Rennais,Lens,Extérieur,0,1,-1,4,9,1.7894736842105263,1.736842105263158,1.6666666666666667,2.0,0.9473684210526315,1.4736842105263157,1.1111111111111112,1.0,-1.0,-2.0,5
2021-2022,21,Rennais,Bordeaux,Domicile,6,0,1,4,17,1.7,1.5,1.9,1.6666666666666667,0.95,2.2,0.8,2.5555555555555554,-3.0,-2.0,-6
2021-2022,22,Rennais,Clermont,Extérieur,1,2,-1,5,17,1.9047619047619047,0.9523809523809523,1.5,1.0,0.9047619047619048,1.8095238095238095,1.1,1.3,-1.0,-2.0,1
2021-2022,23,Rennais,Brest,Domicile,2,0,1,5,13,1.8636363636363635,1.2727272727272727,2.272727272727273,1.1818181818181819,0.9545454545454546,1.5,0.7272727272727273,1.5454545454545454,-3.0,-2.0,4
2021-2022,24,Rennais,PSG,Extérieur,0,1,-1,5,1,1.8695652173913044,2.217391304347826,1.4545454545454546,2.4545454545454546,0.9130434782608695,0.8260869565217391,1.1818181818181819,0.5454545454545454,-1.0,3.0,-2
2021-2022,25,Rennais,Troyes,Domicile,4,1,1,5,16,1.7916666666666667,0.875,2.25,0.8333333333333334,0.9166666666666666,1.5,0.6666666666666666,1.9166666666666667,-1.0,-2.0,3
2021-2022,26,Rennais,Montpellier,Extérieur,4,2,1,5,9,1.88,1.56,1.3333333333333333,1.6923076923076923,0.92,1.36,1.1666666666666667,1.0769230769230769,1.0,-1.0,3
2021-2022,27,Rennais,Angers,Domicile,2,0,1,4,14,1.9615384615384615,1.1923076923076923,2.3846153846153846,1.2307692307692308,0.9615384615384616,1.4615384615384615,0.6923076923076923,1.6153846153846154,1.0,-3.0,5
2021-2022,28,Rennais,Lyon,Extérieur,4,2,1,4,9,1.962962962962963,1.4074074074074074,1.5384615384615385,1.6428571428571428,0.9259259259259259,1.2222222222222223,1.2307692307692308,1.0,3.0,0.0,-5
2021-2022,29,Rennais,Metz,Domicile,6,1,1,4,19,2.0357142857142856,0.8928571428571429,2.357142857142857,0.7142857142857143,0.9642857142857143,1.6428571428571428,0.6428571428571429,1.5,3.0,-2.0,9
2021-2022,30,Rennais,Nice,Extérieur,1,1,0,3,4,2.1724137931034484,1.3448275862068966,1.7142857142857142,1.2857142857142858,0.9655172413793104,0.7931034482758621,1.2857142857142858,1.0,5.0,1.0,-4
2021-2022,31,Rennais,Reims,Extérieur,3,2,1,3,13,2.1333333333333333,1.0666666666666667,1.6666666666666667,1.2857142857142858,0.9666666666666667,1.0666666666666667,1.2666666666666666,0.9285714285714286,4.0,1.0,-4
2021-2022,32,Rennais,Monaco,Domicile,2,3,-1,3,6,2.161290322580645,1.5161290322580645,2.6,1.0666666666666667,1.0,1.032258064516129,0.6666666666666666,1.2,4.0,3.0,-4
2021-2022,33,Rennais,Strasbourg,Extérieur,1,2,-1,3,5,2.15625,1.65625,1.75,1.875,1.0625,1.0625,1.3125,0.875,2.0,2.0,6
2021-2022,34,Rennais,Lorient,Domicile,5,0,1,3,15,2.121212121212121,1.0,2.5625,0.8823529411764706,1.0909090909090908,1.5757575757575757,0.8125,2.1176470588235294,0.0,0.0,8
2021-2022,35,Rennais,Saint-Étienne,Domicile,2,0,1,3,18,2.2058823529411766,1.1176470588235294,2.7058823529411766,0.9375,1.0588235294117647,2.0,0.7647058823529411,2.0,0.0,-2.0,5
2021-2022,36,Rennais,Nantes,Extérieur,1,2,-1,3,9,2.2,1.4285714285714286,1.7058823529411764,1.7647058823529411,1.0285714285714285,1.2285714285714286,1.3529411764705883,1.0588235294117647,1.0,0.0,7
2021-2022,37,Rennais,Marseille,Domicile,2,0,1,5,2,2.1666666666666665,1.6388888888888888,2.6666666666666665,1.6666666666666667,1.0555555555555556,1.0,0.7222222222222222,0.7777777777777778,-1.0,1.0,-9
2021-2022,38,Rennais,Lille,Extérieur,2,2,0,4,10,2.1621621621621623,1.2432432432432432,1.6666666666666667,1.2222222222222223,1.027027027027027,1.2432432432432432,1.3888888888888888,1.1111111111111112,1.0,-1.0,-8
2021-2022,1,Saint-Étienne,Lorient,Domicile,1,1,0,,,,,,,,,,,,,-1
2021-2022,2,Saint-Étienne,Lens,Extérieur,2,2,0,14,9,1.0,1.0,,,1.0,1.0,,,0.0,0.0,-3
2021-2022,3,Saint-Étienne,Lille,Domicile,1,1,0,8,18,1.5,1.5,1.0,3.0,1.5,3.5,1.0,3.0,0.0,-1.0,-11
2021-2022,4,Saint-Étienne,Marseille,Extérieur,1,3,-1,11,8,1.3333333333333333,2.0,2.0,2.0,1.3333333333333333,1.6666666666666667,2.0,2.0,0.0,1.0,-10
2021-2022,5,Saint-Étienne,Montpellier,Extérieur,0,2,-1,16,11,1.25,2.25,1.5,2.5,1.75,2.25,2.5,2.0,-1.0,-1.0,6
