,DateTime,Comp,Saison,Round,Day,Team Home,GF_Home,GF_Away,Team Away,Result,Predicted_Result,Prediction_Probability_Result,Predicted_Minus 2.5 Goals,Prediction_Probability_Minus 2.5 Goals,MatchID
145,2024-01-28 17:05:00,Ligue 1,2023-2024,19,Sun,Toulouse,0.0,2.0,Lens,W_Away,W_Away,0.46,1.0,0.54,2024-01-28 17:05:00-Lens-vs-Toulouse
146,2024-01-28 15:00:00,Ligue 1,2023-2024,19,Sun,Reims,0.0,0.0,Nantes,D,W_Home,0.52,0.0,0.51,2024-01-28 15:00:00-Nantes-vs-Reims
147,2024-01-28 15:00:00,Ligue 1,2023-2024,19,Sun,Lorient,3.0,3.0,Le Havre,D,W_Away,0.48,0.0,0.58,2024-01-28 15:00:00-Le Havre-vs-Lorient
148,2024-01-28 15:00:00,Ligue 1,2023-2024,19,Sun,Clermont Foot,1.0,1.0,Strasbourg,D,W_Home,0.36,0.0,0.54,2024-01-28 15:00:00-Clermont Foot-vs-Strasbourg
149,2024-01-28 13:00:00,Ligue 1,2023-2024,19,Sun,Montpellier,0.0,0.0,Lille,D,W_Away,0.42,1.0,0.6,2024-01-28 13:00:00-Lille-vs-Montpellier
150,2024-01-27 21:00:00,Ligue 1,2023-2024,19,Sat,Marseille,2.0,2.0,Monaco,D,W_Home,0.41,1.0,0.5,2024-01-27 21:00:00-Marseille-vs-Monaco
151,2024-01-27 17:00:00,Ligue 1,2023-2024,19,Sat,Nice,1.0,0.0,Metz,W_Home,W_Home,0.58,1.0,0.54,2024-01-27 17:00:00-Metz-vs-Nice
152,2024-01-26 21:00:00,Ligue 1,2023-2024,19,Fri,Lyon,2.0,3.0,Rennes,W_Away,W_Home,0.41,1.0,0.54,2024-01-26 21:00:00-Lyon-vs-Rennes
153,2024-01-14 20:45:00,Ligue 1,2023-2024,18,Sun,Lens,0.0,2.0,Paris Saint Germain,W_Away,D,0.41,1.0,0.57,2024-01-14 20:45:00-Lens-vs-Paris Saint Germain
154,2024-01-14 17:05:00,Ligue 1,2023-2024,18,Sun,Le Havre,3.0,1.0,Lyon,W_Home,W_Away,0.52,1.0,0.61,2024-01-14 17:05:00-Le Havre-vs-Lyon
155,2024-01-14 15:00:00,Ligue 1,2023-2024,18,Sun,Metz,0.0,1.0,Toulouse,W_Away,W_Away,0.55,1.0,0.64,2024-01-14 15:00:00-Metz-vs-Toulouse
156,2024-01-14 15:00:00,Ligue 1,2023-2024,18,Sun,Nantes,1.0,2.0,Clermont Foot,W_Away,W_Home,0.37,1.0,0.52,2024-01-14 15:00:00-Clermont Foot-vs-Nantes
157,2024-01-14 15:00:00,Ligue 1,2023-2024,18,Sun,Brest,2.0,0.0,Montpellier,W_Home,W_Home,0.45,0.0,0.51,2024-01-14 15:00:00-Brest-vs-Montpellier
158,2024-01-14 13:00:00,Ligue 1,2023-2024,18,Sun,Lille,3.0,0.0,Lorient,W_Home,W_Home,0.59,1.0,0.57,2024-01-14 13:00:00-Lille-vs-Lorient
159,2024-01-13 21:00:00,Ligue 1,2023-2024,18,Sat,Rennes,2.0,0.0,Nice,W_Home,W_Away,0.4,1.0,0.56,2024-01-13 21:00:00-Nice-vs-Rennes
160,2024-01-13 17:00:00,Ligue 1,2023-2024,18,Sat,Monaco,1.0,3.0,Reims,W_Away,W_Home,0.63,0.0,0.5,2024-01-13 17:00:00-Monaco-vs-Reims
161,2024-01-12 21:00:00,Ligue 1,2023-2024,18,Fri,Marseille,1.0,1.0,Strasbourg,D,W_Home,0.45,1.0,0.52,2024-01-12 21:00:00-Marseille-vs-Strasbourg
162,2023-12-20 21:00:00,Ligue 1,2023-2024,17,Wed,Toulouse,1.0,2.0,Monaco,W_Away,W_Away,0.77,1.0,0.51,2023-12-20 21:00:00-Monaco-vs-Toulouse
163,2023-12-20 21:00:00,Ligue 1,2023-2024,17,Wed,Paris Saint Germain,3.0,1.0,Metz,W_Home,W_Home,0.7,0.0,0.74,2023-12-20 21:00:00-Metz-vs-Paris Saint Germain
164,2023-12-20 21:00:00,Ligue 1,2023-2024,17,Wed,Clermont Foot,1.0,3.0,Rennes,W_Away,D,0.4,1.0,0.75,2023-12-20 21:00:00-Clermont Foot-vs-Rennes
165,2023-12-20 21:00:00,Ligue 1,2023-2024,17,Wed,Lyon,1.0,0.0,Nantes,W_Home,W_Home,0.58,0.0,0.66,2023-12-20 21:00:00-Lyon-vs-Nantes
166,2023-12-20 21:00:00,Ligue 1,2023-2024,17,Wed,Strasbourg,2.0,1.0,Lille,W_Home,W_Away,0.47,1.0,0.63,2023-12-20 21:00:00-Lille-vs-Strasbourg
167,2023-12-20 21:00:00,Ligue 1,2023-2024,17,Wed,Montpellier,1.0,1.0,Marseille,D,W_Away,0.43,1.0,0.55,2023-12-20 21:00:00-Marseille-vs-Montpellier
168,2023-12-20 21:00:00,Ligue 1,2023-2024,17,Wed,Nice,2.0,0.0,Lens,W_Home,W_Home,0.53,1.0,0.6,2023-12-20 21:00:00-Lens-vs-Nice
169,2023-12-20 21:00:00,Ligue 1,2023-2024,17,Wed,Brest,4.0,0.0,Lorient,W_Home,W_Home,0.43,0.0,0.54,2023-12-20 21:00:00-Brest-vs-Lorient
