Saison,Journée,Equipe 1,Equipe 2,Equipe 1 à Domicile,Buts Equipe 1,Buts Equipe 2,Résultat,Classement Equipe 1,Classement Equipe 2,Moyenne_BM par 1,Moyenne_BM par 2,Moyenne_BM par 1 à Domicile,Moyenne_BM par 2 à Domicile,Moyenne_BM par 1 à Extérieur,Moyenne_BM par 2 à Extérieur,Moyenne_BE par 1,Moyenne_BE par 2,Moyenne_BE par 1 à Domicile,Moyenne_BE par 2 à Domicile,Moyenne_BE par 1 à Extérieur,Moyenne_BE par 2 à Extérieur,Forme 1,Forme 2,Historique
2006-2007,2,Monaco,Saint-Étienne,1,1,2,-1,16,15,0.0,1.0,,1.0,0.0,,1.0,2.0,,2.0,1.0,,-1.0,-1.0,2
2006-2007,3,Monaco,Rennes,0,1,1,0,19,20,0.5,0.5,1.0,1.0,0.0,0.0,1.5,2.0,2.0,2.0,1.0,2.0,-2.0,-2.0,0
2006-2007,4,Monaco,Sedan,1,2,1,1,18,16,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,1.0,1.3333333333333333,1.3333333333333333,2.0,0.5,1.0,3.0,-2.0,-1.0,1
2006-2007,5,Monaco,Auxerre,0,1,2,-1,13,18,1.0,0.5,1.5,0.5,0.5,0.5,1.25,1.5,1.5,2.0,1.0,1.0,-1.0,-2.0,-1
2006-2007,6,Monaco,Paris Saint Germain,1,1,2,-1,14,15,1.0,1.2,1.5,1.3333333333333333,0.6666666666666666,1.0,1.4,1.8,1.5,2.0,1.3333333333333333,1.5,-2.0,-2.0,3
2006-2007,7,Monaco,Lens,0,0,1,-1,17,7,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.5,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.3333333333333335,-2.0,0.0,1
2006-2007,8,Monaco,Le Mans,1,2,1,1,19,6,0.8571428571428571,1.5714285714285714,1.3333333333333333,1.75,0.5,1.3333333333333333,1.4285714285714286,1.4285714285714286,1.6666666666666667,1.25,1.25,1.6666666666666667,-2.0,1.0,3
2006-2007,9,Monaco,Bordeaux,0,0,1,-1,16,10,1.0,1.25,1.5,2.0,0.5,0.5,1.375,1.5,1.5,1.25,1.25,1.75,-1.0,-1.0,-1
2006-2007,10,Monaco,Toulouse,1,1,3,-1,18,4,0.8888888888888888,1.3333333333333333,1.5,1.5,0.4,1.2,1.3333333333333333,1.1111111111111112,1.5,0.5,1.2,1.6,-3.0,1.0,3
2006-2007,11,Monaco,Nantes,0,0,1,-1,19,20,0.9,0.7,1.4,1.0,0.4,0.4,1.5,1.5,1.8,1.6,1.2,1.4,-3.0,-3.0,3
2006-2007,12,Monaco,Nice,1,0,0,0,20,17,0.8181818181818182,1.0,1.4,1.8,0.3333333333333333,0.3333333333333333,1.4545454545454546,1.3636363636363635,1.8,1.2,1.1666666666666667,1.5,-3.0,1.0,-4
2006-2007,13,Monaco,Troyes,0,4,0,1,20,17,0.75,1.0,1.1666666666666667,1.8,0.3333333333333333,0.42857142857142855,1.3333333333333333,1.3333333333333333,1.5,1.2,1.1666666666666667,1.4285714285714286,-2.0,-1.0,3
2006-2007,14,Monaco,Lorient,1,2,2,0,17,9,1.0,1.0,1.1666666666666667,1.1666666666666667,0.8571428571428571,0.8571428571428571,1.2307692307692308,1.0,1.5,0.8333333333333334,1.0,1.1428571428571428,-2.0,1.0,0
2006-2007,15,Monaco,Lille,0,1,1,0,16,2,1.0714285714285714,1.4285714285714286,1.2857142857142858,1.8333333333333333,0.8571428571428571,1.125,1.2857142857142858,0.8571428571428571,1.5714285714285714,0.5,1.0,1.125,-1.0,3.0,1
2006-2007,16,Monaco,Valenciennes,1,3,0,1,16,15,1.0666666666666667,0.9333333333333333,1.2857142857142858,1.4285714285714286,0.875,0.5,1.2666666666666666,1.4,1.5714285714285714,0.7142857142857143,1.0,2.0,0.0,-3.0,0
2006-2007,17,Monaco,Marseille,0,1,2,-1,16,9,1.1875,1.3125,1.5,1.5714285714285714,0.875,1.1111111111111112,1.1875,0.9375,1.375,0.8571428571428571,1.0,1.0,2.0,-2.0,2
2006-2007,18,Monaco,Sochaux,1,3,0,1,16,4,1.1764705882352942,1.2352941176470589,1.5,1.0,0.8888888888888888,1.4444444444444444,1.2352941176470589,0.9411764705882353,1.375,1.0,1.1111111111111112,0.8888888888888888,1.0,2.0,0
2006-2007,19,Monaco,Lyon,0,0,0,0,14,1,1.2777777777777777,2.1666666666666665,1.6666666666666667,2.0,0.8888888888888888,2.3,1.1666666666666667,0.6111111111111112,1.2222222222222223,0.625,1.1111111111111112,0.6,1.0,5.0,2
2006-2007,20,Monaco,Saint-Étienne,0,1,0,1,15,4,1.2105263157894737,1.631578947368421,1.6666666666666667,2.0,0.8,1.2222222222222223,1.105263157894737,1.2105263157894737,1.2222222222222223,0.8,1.0,1.6666666666666667,1.0,0.0,1
2006-2007,21,Monaco,Rennes,1,0,2,-1,15,12,1.2,0.8,1.6666666666666667,1.1818181818181819,0.8181818181818182,0.3333333333333333,1.05,0.9,1.2222222222222223,0.8181818181818182,0.9090909090909091,1.0,2.0,1.0,0
2006-2007,22,Monaco,Sedan,0,1,0,1,15,20,1.1428571428571428,1.1904761904761905,1.5,1.1818181818181819,0.8181818181818182,1.2,1.0952380952380953,1.7619047619047619,1.3,1.1818181818181819,0.9090909090909091,2.4,0.0,-1.0,2
2006-2007,23,Monaco,Auxerre,1,2,1,1,14,13,1.1363636363636365,1.0909090909090908,1.5,1.1666666666666667,0.8333333333333334,1.0,1.0454545454545454,1.2272727272727273,1.3,0.9166666666666666,0.8333333333333334,1.6,2.0,2.0,-2
2006-2007,24,Monaco,Paris Saint Germain,0,2,4,-1,13,17,1.173913043478261,0.8695652173913043,1.5454545454545454,0.9166666666666666,0.8333333333333334,0.8181818181818182,1.0434782608695652,1.2173913043478262,1.2727272727272727,1.25,0.8333333333333334,1.1818181818181819,2.0,-2.0,2
2006-2007,25,Monaco,Lens,1,0,0,0,14,2,1.2083333333333333,1.5833333333333333,1.5454545454545454,1.5384615384615385,0.9230769230769231,1.6363636363636365,1.1666666666666667,1.125,1.2727272727272727,0.8461538461538461,1.0769230769230769,1.4545454545454546,1.0,1.0,0
2006-2007,26,Monaco,Le Mans,0,2,0,1,14,10,1.16,1.2,1.4166666666666667,1.4615384615384615,0.9230769230769231,0.9166666666666666,1.12,1.16,1.1666666666666667,0.8461538461538461,1.0769230769230769,1.5,0.0,0.0,4
2006-2007,27,Monaco,Bordeaux,1,0,0,0,13,7,1.1923076923076923,1.0769230769230769,1.4166666666666667,1.3571428571428572,1.0,0.75,1.0769230769230769,1.1153846153846154,1.1666666666666667,0.7857142857142857,1.0,1.5,2.0,-1.0,-2
2006-2007,28,Monaco,Toulouse,0,1,1,0,14,4,1.1481481481481481,1.1111111111111112,1.3076923076923077,1.3846153846153846,1.0,0.8571428571428571,1.037037037037037,1.037037037037037,1.0769230769230769,0.8461538461538461,1.0,1.2142857142857142,1.0,2.0,2
2006-2007,29,Monaco,Nantes,1,2,1,1,14,18,1.1428571428571428,0.8571428571428571,1.3076923076923077,1.0,1.0,0.6923076923076923,1.0357142857142858,1.2142857142857142,1.0769230769230769,1.3333333333333333,1.0,1.0769230769230769,0.0,1.0,2
2006-2007,30,Monaco,Nice,0,1,1,0,12,16,1.1724137931034482,0.8620689655172413,1.3571428571428572,1.4285714285714286,1.0,0.3333333333333333,1.0344827586206897,1.0344827586206897,1.0714285714285714,1.0,1.0,1.0666666666666667,2.0,1.0,-4
2006-2007,31,Monaco,Troyes,1,0,0,0,13,19,1.1666666666666667,0.9666666666666667,1.3571428571428572,1.4,1.0,0.5333333333333333,1.0333333333333334,1.5,1.0714285714285714,1.2666666666666666,1.0,1.7333333333333334,2.0,-3.0,4
2006-2007,32,Monaco,Lorient,0,0,0,0,13,11,1.1290322580645162,0.9032258064516129,1.2666666666666666,1.0,1.0,0.8125,1.0,0.967741935483871,1.0,0.7333333333333333,1.0,1.1875,1.0,2.0,0
2006-2007,33,Monaco,Lille,1,3,1,1,13,7,1.09375,1.21875,1.2666666666666666,1.4375,0.9411764705882353,1.0,0.96875,1.03125,1.0,0.8125,0.9411764705882353,1.25,1.0,-2.0,1
2006-2007,34,Monaco,Valenciennes,0,2,2,0,11,16,1.1515151515151516,0.9393939393939394,1.375,0.875,0.9411764705882353,1.0,0.9696969696969697,1.2424242424242424,1.0,0.6875,0.9411764705882353,1.7647058823529411,2.0,0.0,1
2006-2007,35,Monaco,Marseille,1,1,2,-1,11,4,1.1764705882352942,1.3529411764705883,1.375,1.8823529411764706,1.0,0.8235294117647058,1.0,1.0294117647058822,1.0,0.8823529411764706,1.0,1.1764705882352942,1.0,2.0,1
2006-2007,36,Monaco,Sochaux,0,1,2,-1,13,7,1.1714285714285715,1.1714285714285715,1.3529411764705883,1.2352941176470589,1.0,1.1111111111111112,1.0285714285714285,1.2,1.0588235294117647,0.9411764705882353,1.0,1.4444444444444444,0.0,-1.0,1
2006-2007,37,Monaco,Lyon,1,1,0,1,14,1,1.1666666666666667,1.6944444444444444,1.3529411764705883,1.6111111111111112,1.0,1.7777777777777777,1.0555555555555556,0.6944444444444444,1.0588235294117647,0.7222222222222222,1.0526315789473684,0.6666666666666666,-1.0,3.0,2
2006-2007,38,Monaco,Nancy,1,2,0,1,13,11,1.162162162162162,1.0,1.3333333333333333,1.368421052631579,1.0,0.6111111111111112,1.027027027027027,1.135135135135135,1.0,1.0,1.0526315789473684,1.2777777777777777,0.0,3.0,0
2006-2007,1,Nancy,Monaco,1,1,0,1,,,,,,,,,,,,,,,,,-1
2006-2007,2,Nancy,Sedan,1,3,1,1,8,12,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0
2006-2007,3,Nancy,Saint-Étienne,0,0,1,-1,2,9,2.0,1.5,2.0,1.0,,2.0,0.5,1.5,0.5,2.0,,1.0,2.0,0.0,2
2006-2007,4,Nancy,Auxerre,1,1,0,1,6,17,1.3333333333333333,0.6666666666666666,2.0,0.5,0.0,1.0,0.6666666666666666,1.6666666666666667,0.5,2.0,1.0,1.0,1.0,-1.0,0
2006-2007,5,Nancy,Toulouse,0,2,2,0,4,9,1.25,1.0,1.6666666666666667,1.0,0.0,1.0,0.5,1.0,0.3333333333333333,0.0,1.0,1.3333333333333333,2.0,1.0,1
2006-2007,6,Nancy,Rennes,1,0,0,0,4,16,1.4,1.0,1.6666666666666667,1.3333333333333333,1.0,0.5,0.8,1.8,0.3333333333333333,1.3333333333333333,1.5,2.5,2.0,-2.0,2
2006-2007,7,Nancy,Paris Saint Germain,0,0,0,0,3,14,1.1666666666666667,1.3333333333333333,1.25,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.25,2.0,1.5,1.3333333333333333,1.0,0.0,-1
2006-2007,8,Nancy,Lens,1,2,1,1,4,3,1.0,1.5714285714285714,1.25,1.5,0.6666666666666666,1.6666666666666667,0.5714285714285714,1.1428571428571428,0.25,0.25,1.0,2.3333333333333335,0.0,2.0,0
2006-2007,9,Nancy,Le Mans,0,0,0,0,3,7,1.125,1.5,1.4,1.75,0.6666666666666666,1.25,0.625,1.5,0.4,1.25,1.0,1.75,2.0,-1.0,1
2006-2007,10,Nancy,Nantes,1,1,0,1,3,20,1.0,0.7777777777777778,1.4,1.0,0.5,0.5,0.5555555555555556,1.5555555555555556,0.4,1.6,0.75,1.5,1.0,-2.0,-1
2006-2007,11,Nancy,Lyon,0,0,1,-1,3,1,1.0,2.6,1.3333333333333333,2.25,0.5,2.8333333333333335,0.5,0.8,0.3333333333333333,0.75,0.75,0.8333333333333334,2.0,5.0,-2
2006-2007,12,Nancy,Bordeaux,1,2,1,1,3,8,0.9090909090909091,1.3636363636363635,1.3333333333333333,2.0,0.4,0.6,0.5454545454545454,1.3636363636363635,0.3333333333333333,1.0,0.8,1.8,1.0,1.0,-1
2006-2007,13,Nancy,Lorient,0,0,2,-1,2,11,1.0,0.9166666666666666,1.4285714285714286,1.0,0.4,0.8571428571428571,0.5833333333333334,1.0833333333333333,0.42857142857142855,1.0,0.8,1.1428571428571428,2.0,0.0,0
2006-2007,14,Nancy,Troyes,1,1,0,1,4,19,0.9230769230769231,0.9230769230769231,1.4285714285714286,1.5,0.3333333333333333,0.42857142857142855,0.6923076923076923,1.5384615384615385,0.42857142857142855,1.6666666666666667,1.0,1.4285714285714286,0.0,-2.0,2
2006-2007,15,Nancy,Valenciennes,0,0,1,-1,4,15,0.9285714285714286,0.9285714285714286,1.375,1.5,0.3333333333333333,0.5,0.6428571428571429,1.5,0.375,0.8333333333333334,1.0,2.0,1.0,-3.0,0
2006-2007,16,Nancy,Lille,1,1,3,-1,5,2,0.8666666666666667,1.4,1.375,1.7142857142857142,0.2857142857142857,1.125,0.6666666666666666,0.8666666666666667,0.375,0.5714285714285714,1.0,1.125,-1.0,2.0,-1
2006-2007,17,Nancy,Nice,0,0,0,0,7,17,0.875,0.875,1.3333333333333333,1.5714285714285714,0.2857142857142857,0.3333333333333333,0.8125,1.1875,0.6666666666666666,1.1428571428571428,1.0,1.2222222222222223,-1.0,-1.0,-1
2006-2007,18,Nancy,Marseille,1,2,0,1,7,6,0.8235294117647058,1.3529411764705883,1.3333333333333333,1.625,0.25,1.1111111111111112,0.7647058823529411,0.9411764705882353,0.6666666666666666,0.875,0.875,1.0,-2.0,0.0,-1
2006-2007,19,Nancy,Sochaux,0,1,2,-1,6,5,0.8888888888888888,1.1666666666666667,1.4,1.0,0.25,1.3,0.7222222222222222,1.0555555555555556,0.6,1.0,0.875,1.1,0.0,1.0,0
2006-2007,20,Nancy,Sedan,0,2,2,0,7,20,0.8947368421052632,1.1578947368421053,1.4,1.1,0.3333333333333333,1.2222222222222223,0.7894736842105263,1.7894736842105263,0.6,1.1,1.0,2.5555555555555554,-2.0,-2.0,1
2006-2007,21,Nancy,Saint-Étienne,1,0,2,-1,7,6,0.95,1.55,1.4,1.8181818181818181,0.5,1.2222222222222223,0.85,1.2,0.6,0.8181818181818182,1.1,1.6666666666666667,-1.0,0.0,1
2006-2007,22,Nancy,Auxerre,0,0,2,-1,9,13,0.9047619047619048,1.0476190476190477,1.2727272727272727,1.0909090909090908,0.5,1.0,0.9047619047619048,1.2857142857142858,0.7272727272727273,1.0,1.1,1.6,-1.0,1.0,1
2006-2007,23,Nancy,Toulouse,1,2,1,1,12,8,0.8636363636363636,1.0909090909090908,1.2727272727272727,1.2727272727272727,0.45454545454545453,0.9090909090909091,0.9545454545454546,1.1818181818181819,0.7272727272727273,1.0,1.1818181818181819,1.3636363636363635,-2.0,0.0,1
2006-2007,24,Nancy,Rennes,0,1,1,0,8,10,0.9130434782608695,0.8260869565217391,1.3333333333333333,1.1666666666666667,0.45454545454545453,0.45454545454545453,0.9565217391304348,0.782608695652174,0.75,0.75,1.1818181818181819,0.8181818181818182,-2.0,1.0,2
2006-2007,25,Nancy,Paris Saint Germain,1,0,3,-1,11,16,0.9166666666666666,1.0,1.3333333333333333,1.1538461538461537,0.5,0.8181818181818182,0.9583333333333334,1.25,0.75,1.3076923076923077,1.1666666666666667,1.1818181818181819,-1.0,-1.0,-1
2006-2007,26,Nancy,Lens,0,2,2,0,12,2,0.88,1.52,1.2307692307692308,1.5384615384615385,0.5,1.5,1.04,1.08,0.9230769230769231,0.8461538461538461,1.1666666666666667,1.3333333333333333,-2.0,1.0,1
2006-2007,27,Nancy,Le Mans,1,1,1,0,10,11,0.9230769230769231,1.1538461538461537,1.2307692307692308,1.3571428571428572,0.6153846153846154,0.9166666666666666,1.0769230769230769,1.1923076923076923,0.9230769230769231,0.9285714285714286,1.2307692307692308,1.5,-1.0,-1.0,1
2006-2007,28,Nancy,Nantes,0,1,2,-1,10,19,0.9259259259259259,0.8148148148148148,1.2142857142857142,0.9285714285714286,0.6153846153846154,0.6923076923076923,1.0740740740740742,1.2222222222222223,0.9285714285714286,1.3571428571428572,1.2307692307692308,1.0769230769230769,0.0,0.0,0
2006-2007,29,Nancy,Lyon,1,0,3,-1,13,1,0.9285714285714286,1.8214285714285714,1.2142857142857142,1.6428571428571428,0.6428571428571429,2.0,1.1071428571428572,0.8214285714285714,0.9285714285714286,0.8571428571428571,1.2857142857142858,0.7857142857142857,-2.0,3.0,-3
2006-2007,30,Nancy,Bordeaux,0,0,3,-1,14,3,0.896551724137931,1.0689655172413792,1.1333333333333333,1.4,0.6428571428571429,0.7142857142857143,1.1724137931034482,1.0344827586206897,1.0666666666666667,0.7333333333333333,1.2857142857142858,1.3571428571428572,-3.0,1.0,0
2006-2007,31,Nancy,Lorient,1,0,1,-1,15,12,0.8666666666666667,0.9,1.1333333333333333,1.0,0.6,0.8,1.2333333333333334,1.0,1.0666666666666667,0.7333333333333333,1.4,1.2666666666666666,-3.0,0.0,-1
2006-2007,32,Nancy,Troyes,0,0,0,0,15,18,0.8387096774193549,0.9354838709677419,1.0625,1.4,0.6,0.5,1.2258064516129032,1.4516129032258065,1.0625,1.2666666666666666,1.4,1.625,-4.0,-4.0,3
2006-2007,33,Nancy,Valenciennes,1,1,0,1,15,14,0.8125,0.96875,1.0625,0.875,0.5625,1.0625,1.1875,1.25,1.0625,0.6875,1.3125,1.8125,-4.0,2.0,-1
2006-2007,34,Nancy,Lille,0,1,0,1,14,8,0.8181818181818182,1.2121212121212122,1.0588235294117647,1.4375,0.5625,1.0,1.1515151515151516,1.0909090909090908,1.0,0.8125,1.3125,1.3529411764705883,-2.0,-3.0,-2
2006-2007,35,Nancy,Nice,1,3,0,1,14,17,0.8235294117647058,0.8823529411764706,1.0588235294117647,1.3529411764705883,0.5882352941176471,0.4117647058823529,1.1176470588235294,1.0,1.0,0.9411764705882353,1.2352941176470589,1.0588235294117647,0.0,1.0,-1
2006-2007,36,Nancy,Marseille,0,1,2,-1,12,4,0.8857142857142857,1.3714285714285714,1.1666666666666667,1.8823529411764706,0.5882352941176471,0.8888888888888888,1.0857142857142856,1.0285714285714285,0.9444444444444444,0.8823529411764706,1.2352941176470589,1.1666666666666667,2.0,4.0,0
2006-2007,37,Nancy,Sochaux,1,5,2,1,13,5,0.8888888888888888,1.1944444444444444,1.1666666666666667,1.2777777777777777,0.6111111111111112,1.1111111111111112,1.1111111111111112,1.1944444444444444,0.9444444444444444,0.9444444444444444,1.2777777777777777,1.4444444444444444,2.0,0.0,-1
2006-2007,38,Nancy,Monaco,0,0,2,-1,11,13,1.0,1.162162162162162,1.368421052631579,1.3333333333333333,0.6111111111111112,1.0,1.135135135135135,1.027027027027027,1.0,1.0,1.2777777777777777,1.0526315789473684,3.0,0.0,0
2006-2007,1,Nantes,Lyon,1,1,3,-1,,,,,,,,,,,,,,,,,-4
2006-2007,2,Nantes,Nice,0,1,1,0,19,17,1.0,0.0,1.0,,,0.0,3.0,1.0,3.0,,,1.0,-1.0,-1.0,-1
2006-2007,3,Nantes,Troyes,1,1,1,0,16,14,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.5,3.0,2.0,1.0,1.0,-1.0,-1.0,-1
2006-2007,4,Nantes,Lorient,0,1,3,-1,15,9,1.0,1.3333333333333333,1.0,0.0,1.0,2.0,1.6666666666666667,1.3333333333333333,2.0,1.0,1.0,1.5,-1.0,0.0,0
2006-2007,5,Nantes,Lille,1,1,1,0,17,3,1.0,2.25,1.0,3.5,1.0,1.0,2.0,0.5,2.0,0.0,2.0,1.0,-2.0,2.0,-1
2006-2007,6,Nantes,Valenciennes,0,0,1,-1,18,12,1.0,1.2,1.0,1.5,1.0,1.0,1.8,1.6,1.6666666666666667,0.5,2.0,2.3333333333333335,-2.0,-1.0,0
2006-2007,7,Nantes,Marseille,1,2,1,1,19,2,0.8333333333333334,2.0,1.0,2.0,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.3333333333333333,-2.0,5.0,0
2006-2007,8,Nantes,Auxerre,0,0,1,-1,15,12,1.0,1.2857142857142858,1.25,1.25,0.6666666666666666,1.3333333333333333,1.5714285714285714,1.5714285714285714,1.5,1.75,1.6666666666666667,1.3333333333333333,-1.0,0.0,-1
2006-2007,9,Nantes,Sochaux,1,0,2,-1,18,13,0.875,1.25,1.25,1.0,0.5,1.5,1.5,1.625,1.5,1.75,1.5,1.5,-2.0,-2.0,-3
2006-2007,10,Nantes,Nancy,0,0,1,-1,20,3,0.7777777777777778,1.0,1.0,1.4,0.5,0.5,1.5555555555555556,0.5555555555555556,1.6,0.4,1.5,0.75,-2.0,1.0,1
2006-2007,11,Nantes,Monaco,1,1,0,1,20,19,0.7,0.9,1.0,1.4,0.4,0.4,1.5,1.5,1.6,1.8,1.4,1.2,-3.0,-3.0,-3
2006-2007,12,Nantes,Sedan,0,1,1,0,18,19,0.7272727272727273,1.2727272727272727,1.0,1.1666666666666667,0.4,1.4,1.3636363636363635,1.9090909090909092,1.3333333333333333,1.1666666666666667,1.4,2.8,-1.0,-1.0,0
2006-2007,13,Nantes,Saint-Étienne,1,2,2,0,18,7,0.75,1.5833333333333333,1.0,1.8571428571428572,0.5,1.2,1.3333333333333333,1.25,1.3333333333333333,1.0,1.3333333333333333,1.6,-2.0,1.0,-1
2006-2007,14,Nantes,Lens,0,0,2,-1,18,3,0.8461538461538461,1.4615384615384615,1.1428571428571428,1.1428571428571428,0.5,1.8333333333333333,1.3846153846153846,1.0769230769230769,1.4285714285714286,0.2857142857142857,1.3333333333333333,2.0,-1.0,2.0,2
2006-2007,15,Nantes,Paris Saint Germain,1,1,1,0,18,14,0.7857142857142857,1.0714285714285714,1.1428571428571428,1.25,0.42857142857142855,0.8333333333333334,1.4285714285714286,1.3571428571428572,1.4285714285714286,1.625,1.4285714285714286,1.0,-1.0,-1.0,-2
2006-2007,16,Nantes,Rennes,0,0,2,-1,18,12,0.8,0.7333333333333333,1.125,1.25,0.42857142857142855,0.14285714285714285,1.4,0.9333333333333333,1.375,0.75,1.4285714285714286,1.1428571428571428,0.0,-1.0,2
2006-2007,17,Nantes,Le Mans,1,0,0,0,19,11,0.75,1.1875,1.125,1.1111111111111112,0.375,1.2857142857142858,1.4375,1.3125,1.375,1.0,1.5,1.7142857142857142,-2.0,0.0,3
2006-2007,18,Nantes,Bordeaux,1,0,0,0,19,9,0.7058823529411765,1.1764705882352942,1.0,1.5555555555555556,0.375,0.75,1.3529411764705883,1.2941176470588236,1.2222222222222223,0.8888888888888888,1.5,1.75,-2.0,0.0,-2
2006-2007,19,Nantes,Toulouse,0,4,0,1,19,9,0.6666666666666666,1.1111111111111112,0.9,1.375,0.375,0.9,1.2777777777777777,1.1666666666666667,1.1,0.75,1.5,1.5,-2.0,-2.0,0
2006-2007,20,Nantes,Nice,1,1,0,1,17,19,0.8421052631578947,0.7894736842105263,0.9,1.3333333333333333,0.7777777777777778,0.3,1.2105263157894737,1.105263157894737,1.1,1.1111111111111112,1.3333333333333333,1.1,0.0,-1.0,-1
2006-2007,21,Nantes,Troyes,0,0,1,-1,16,18,0.85,1.0,0.9090909090909091,1.5555555555555556,0.7777777777777778,0.5454545454545454,1.15,1.5,1.0,1.6666666666666667,1.3333333333333333,1.3636363636363635,1.0,0.0,-1
2006-2007,22,Nantes,Lorient,1,0,2,-1,16,12,0.8095238095238095,1.0,0.9090909090909091,1.1,0.7,0.9090909090909091,1.1428571428571428,1.0952380952380953,1.0,0.8,1.3,1.3636363636363635,1.0,1.0,-1
2006-2007,23,Nantes,Lille,0,0,0,0,18,2,0.7727272727272727,1.3636363636363635,0.8333333333333334,1.6,0.7,1.1666666666666667,1.1818181818181819,0.9090909090909091,1.0833333333333333,0.7,1.3,1.0833333333333333,0.0,1.0,-1
2006-2007,24,Nantes,Valenciennes,1,2,5,-1,18,15,0.7391304347826086,0.8695652173913043,0.8333333333333334,1.2727272727272727,0.6363636363636364,0.5,1.1304347826086956,1.4782608695652173,1.0833333333333333,0.9090909090909091,1.1818181818181819,2.0,0.0,0.0,-1
2006-2007,25,Nantes,Marseille,0,0,0,0,19,4,0.7916666666666666,1.2916666666666667,0.9230769230769231,1.7272727272727273,0.6363636363636364,0.9230769230769231,1.2916666666666667,1.0,1.3846153846153846,0.9090909090909091,1.1818181818181819,1.0769230769230769,-2.0,0.0,1
2006-2007,26,Nantes,Auxerre,1,1,1,0,19,13,0.76,1.12,0.9230769230769231,1.1538461538461537,0.5833333333333334,1.0833333333333333,1.24,1.28,1.3846153846153846,0.9230769230769231,1.0833333333333333,1.6666666666666667,-3.0,-1.0,-2
2006-2007,27,Nantes,Sochaux,0,2,1,1,19,4,0.7692307692307693,1.1538461538461537,0.9285714285714286,1.0833333333333333,0.5833333333333334,1.2142857142857142,1.2307692307692308,1.0769230769230769,1.3571428571428572,0.8333333333333334,1.0833333333333333,1.2857142857142858,-2.0,0.0,-4
2006-2007,28,Nantes,Nancy,1,2,1,1,19,10,0.8148148148148148,0.9259259259259259,0.9285714285714286,1.2142857142857142,0.6923076923076923,0.6153846153846154,1.2222222222222223,1.0740740740740742,1.3571428571428572,0.9285714285714286,1.0769230769230769,1.2307692307692308,0.0,0.0,0
2006-2007,29,Nantes,Monaco,0,1,2,-1,18,14,0.8571428571428571,1.1428571428571428,1.0,1.3076923076923077,0.6923076923076923,1.0,1.2142857142857142,1.0357142857142858,1.3333333333333333,1.0769230769230769,1.0769230769230769,1.0,1.0,0.0,-2
2006-2007,30,Nantes,Sedan,1,0,1,-1,18,20,0.8620689655172413,1.2758620689655173,1.0,1.2,0.7142857142857143,1.3571428571428572,1.2413793103448276,1.5862068965517242,1.3333333333333333,1.1333333333333333,1.1428571428571428,2.0714285714285716,1.0,2.0,0
2006-2007,31,Nantes,Saint-Étienne,0,1,2,-1,20,7,0.8333333333333334,1.5333333333333334,0.9375,1.7333333333333334,0.7142857142857143,1.3333333333333333,1.2333333333333334,1.3333333333333333,1.3125,1.2,1.1428571428571428,1.4666666666666666,0.0,-1.0,-1
2006-2007,32,Nantes,Lens,1,0,0,0,20,2,0.8387096774193549,1.3870967741935485,0.9375,1.5,0.7333333333333333,1.2666666666666666,1.2580645161290323,1.096774193548387,1.3125,1.0,1.2,1.2,-1.0,-2.0,1
2006-2007,33,Nantes,Paris Saint Germain,0,0,4,-1,20,17,0.8125,0.96875,0.8823529411764706,1.0625,0.7333333333333333,0.875,1.21875,1.1875,1.2352941176470589,1.3125,1.2,1.0625,-2.0,0.0,-2
2006-2007,34,Nantes,Rennes,1,0,2,-1,20,6,0.7878787878787878,0.8787878787878788,0.8823529411764706,1.1764705882352942,0.6875,0.5625,1.303030303030303,0.7878787878787878,1.2352941176470589,0.8235294117647058,1.375,0.75,-4.0,3.0,1
2006-2007,35,Nantes,Le Mans,0,1,1,0,20,13,0.7647058823529411,1.1470588235294117,0.8333333333333334,1.3529411764705883,0.6875,0.9411764705882353,1.3235294117647058,1.2058823529411764,1.2777777777777777,0.9411764705882353,1.375,1.4705882352941178,-4.0,-3.0,3
2006-2007,36,Nantes,Bordeaux,0,1,0,1,20,3,0.7714285714285715,1.0571428571428572,0.8333333333333334,1.3888888888888888,0.7058823529411765,0.7058823529411765,1.3142857142857143,0.8571428571428571,1.2777777777777777,0.6111111111111112,1.3529411764705883,1.1176470588235294,-3.0,2.0,-2
2006-2007,37,Nantes,Toulouse,1,0,0,0,20,7,0.7777777777777778,1.1388888888888888,0.8333333333333334,1.2777777777777777,0.7222222222222222,1.0,1.2777777777777777,1.1666666666666667,1.2777777777777777,0.8888888888888888,1.2777777777777777,1.4444444444444444,-1.0,-3.0,1
