Saison,Journée,Domicile,Extérieur,Buts domicile,Buts extérieur,Résultat
2011-2012,22,Bordeaux,Toulouse,2,0,1
2011-2012,22,Marseille,Lyon,2,2,0
2011-2012,23,Rennes,Sochaux,1,0,1
2011-2012,23,Lyon,Caen,1,2,-1
2011-2012,23,Brest,Dijon,1,1,0
2011-2012,23,Valenciennes,Nancy,1,0,1
2011-2012,23,Montpellier,Ajaccio,3,0,1
2011-2012,23,Auxerre,Lorient,1,1,0
2011-2012,23,Lille,Bordeaux,4,5,-1
2011-2012,23,Nice,Paris Saint Germain,0,0,0
2011-2012,23,Toulouse,Saint-Étienne,0,1,-1
2011-2012,24,Marseille,Valenciennes,1,1,0
2011-2012,24,Dijon,Nice,3,0,1
2011-2012,24,Caen,Evian,2,2,0
2011-2012,24,Nancy,Toulouse,0,3,-1
2011-2012,24,Lorient,Lille,0,1,-1
2011-2012,24,Ajaccio,Brest,0,0,0
2011-2012,24,Sochaux,Auxerre,0,0,0
2011-2012,24,Bordeaux,Lyon,1,0,1
2011-2012,24,Saint-Étienne,Rennes,4,0,1
2011-2012,24,Paris Saint Germain,Montpellier,2,2,0
2011-2012,22,Saint-Étienne,Lorient,4,2,1
2011-2012,22,Sochaux,Lille,0,1,-1
2011-2012,22,Caen,Auxerre,2,1,1
2011-2012,25,Valenciennes,Lorient,2,0,1
2011-2012,25,Lyon,Paris Saint Germain,4,4,0
2011-2012,25,Auxerre,Saint-Étienne,0,0,0
2011-2012,25,Ajaccio,Dijon,2,1,1
2011-2012,25,Nice,Caen,1,0,1
2011-2012,25,Montpellier,Bordeaux,1,0,1
2011-2012,25,Evian,Nancy,2,0,1
2011-2012,25,Toulouse,Sochaux,2,0,1
2011-2012,25,Rennes,Lille,1,1,0
2011-2012,25,Brest,Marseille,1,0,1
2011-2012,26,Lille,Auxerre,2,2,0
2011-2012,26,Dijon,Montpellier,1,1,0
2011-2012,26,Marseille,Toulouse,0,1,-1
2011-2012,26,Saint-Étienne,Evian,0,2,-1
2011-2012,26,Nancy,Lyon,2,0,1
2011-2012,26,Sochaux,Valenciennes,1,1,0
2011-2012,26,Bordeaux,Nice,1,2,-1
2011-2012,26,Lorient,Rennes,0,2,-1
2011-2012,26,Paris Saint Germain,Ajaccio,4,1,1
2011-2012,26,Caen,Brest,0,0,0
2011-2012,23,Evian,Marseille,2,0,1
2011-2012,27,Ajaccio,Marseille,1,0,1
2011-2012,27,Toulouse,Lorient,1,1,0
2011-2012,27,Valenciennes,Saint-Étienne,1,2,-1
2011-2012,27,Evian,Sochaux,2,3,-1
2011-2012,27,Brest,Bordeaux,0,2,-1
2011-2012,27,Nice,Nancy,1,1,0
2011-2012,27,Lyon,Lille,2,1,1
2011-2012,27,Rennes,Auxerre,1,1,0
2011-2012,27,Montpellier,Caen,3,0,1
2011-2012,27,Dijon,Paris Saint Germain,1,2,-1
2011-2012,28,Nancy,Montpellier,1,0,1
2011-2012,28,Saint-Étienne,Lyon,0,1,-1
2011-2012,28,Bordeaux,Ajaccio,1,1,0
2011-2012,28,Marseille,Dijon,1,2,-1
2011-2012,28,Auxerre,Evian,0,2,-1
2011-2012,28,Lorient,Brest,2,1,1
2011-2012,28,Caen,Paris Saint Germain,2,2,0
2011-2012,28,Sochaux,Nice,2,0,1
2011-2012,28,Lille,Valenciennes,4,0,1
2011-2012,28,Rennes,Toulouse,0,1,-1
2011-2012,29,Lyon,Sochaux,2,1,1
2011-2012,29,Evian,Lille,0,3,-1
2011-2012,29,Montpellier,Saint-Étienne,1,0,1
2011-2012,29,Valenciennes,Rennes,1,0,1
2011-2012,29,Nice,Marseille,1,1,0
2011-2012,29,Ajaccio,Lorient,1,1,0
2011-2012,29,Brest,Nancy,0,1,-1
2011-2012,29,Paris Saint Germain,Bordeaux,1,1,0
2011-2012,29,Dijon,Caen,2,0,1
2011-2012,29,Toulouse,Auxerre,1,0,1
2011-2012,30,Nancy,Paris Saint Germain,2,1,1
2011-2012,30,Lorient,Evian,0,1,-1
2011-2012,30,Saint-Étienne,Nice,2,3,-1
2011-2012,30,Auxerre,Valenciennes,2,0,1
2011-2012,30,Sochaux,Brest,2,1,1
2011-2012,30,Bordeaux,Dijon,1,1,0
2011-2012,30,Caen,Ajaccio,0,0,0
2011-2012,30,Lille,Toulouse,2,1,1
2011-2012,30,Rennes,Lyon,1,1,0
2011-2012,31,Dijon,Nancy,0,2,-1
2011-2012,31,Brest,Lille,3,1,1
2011-2012,31,Ajaccio,Saint-Étienne,1,1,0
2011-2012,31,Montpellier,Sochaux,2,1,1
2011-2012,31,Evian,Rennes,1,3,-1
2011-2012,31,Valenciennes,Toulouse,2,0,1
2011-2012,31,Lyon,Auxerre,2,1,1
2011-2012,31,Nice,Lorient,2,0,1
2011-2012,31,Caen,Bordeaux,1,0,1
2011-2012,31,Paris Saint Germain,Marseille,2,1,1
2011-2012,30,Marseille,Montpellier,1,3,-1
2011-2012,32,Lorient,Montpellier,2,1,1
2011-2012,32,Nancy,Bordeaux,2,2,0
2011-2012,32,Valenciennes,Evian,0,3,-1
2011-2012,32,Auxerre,Paris Saint Germain,1,1,0
2011-2012,32,Saint-Étienne,Brest,2,1,1
2011-2012,32,Sochaux,Dijon,1,0,1
2011-2012,32,Lille,Ajaccio,4,1,1
2011-2012,32,Rennes,Nice,3,1,1
2011-2012,32,Marseille,Caen,1,1,0
2011-2012,32,Toulouse,Lyon,3,0,1
2011-2012,33,Evian,Toulouse,2,1,1
2011-2012,33,Montpellier,Valenciennes,1,0,1
2011-2012,33,Bordeaux,Marseille,2,1,1
2011-2012,33,Nice,Auxerre,1,0,1
2011-2012,33,Brest,Rennes,0,1,-1
2011-2012,33,Dijon,Lille,0,2,-1
2011-2012,33,Caen,Saint-Étienne,1,4,-1
2011-2012,33,Ajaccio,Nancy,0,0,0
2011-2012,33,Lyon,Lorient,3,2,1
2011-2012,33,Paris Saint Germain,Sochaux,6,1,1
2011-2012,34,Toulouse,Montpellier,0,1,-1
2011-2012,34,Lorient,Marseille,2,1,1
2011-2012,34,Auxerre,Brest,4,0,1
2011-2012,34,Lille,Paris Saint Germain,2,1,1
2011-2012,34,Sochaux,Bordeaux,0,3,-1
2011-2012,34,Valenciennes,Nice,2,0,1
2011-2012,34,Saint-Étienne,Dijon,1,0,1
2011-2012,34,Rennes,Ajaccio,3,1,1
2011-2012,34,Nancy,Caen,1,1,0
2011-2012,35,Montpellier,Evian,2,2,0
2011-2012,35,Ajaccio,Sochaux,2,1,1
2011-2012,35,Nice,Lille,0,1,-1
2011-2012,35,Bordeaux,Rennes,2,0,1
2011-2012,35,Marseille,Nancy,1,0,1
2011-2012,35,Caen,Lorient,1,0,1
2011-2012,35,Paris Saint Germain,Saint-Étienne,2,0,1
2011-2012,35,Brest,Toulouse,0,0,0
2011-2012,35,Lyon,Valenciennes,4,1,1
2011-2012,35,Dijon,Auxerre,0,2,-1
2011-2012,36,Lyon,Brest,1,1,0
2011-2012,36,Evian,Ajaccio,2,1,1
2011-2012,36,Valenciennes,Paris Saint Germain,3,4,-1
2011-2012,36,Rennes,Montpellier,0,2,-1
2011-2012,36,Auxerre,Bordeaux,2,4,-1
2011-2012,36,Lille,Caen,3,0,1
2011-2012,36,Lorient,Dijon,0,0,0
2011-2012,36,Toulouse,Nice,0,0,0
2011-2012,36,Sochaux,Nancy,1,0,1
2011-2012,36,Saint-Étienne,Marseille,0,0,0
2011-2012,34,Evian,Lyon,1,3,-1
2011-2012,37,Ajaccio,Lyon,1,1,0
2011-2012,37,Marseille,Auxerre,3,0,1
2011-2012,37,Montpellier,Lille,1,0,1
2011-2012,37,Nancy,Saint-Étienne,3,2,1
2011-2012,37,Dijon,Toulouse,1,1,0
2011-2012,37,Caen,Sochaux,1,3,-1
2011-2012,37,Bordeaux,Lorient,1,0,1
2011-2012,37,Nice,Evian,1,1,0
2011-2012,37,Paris Saint Germain,Rennes,3,0,1
2011-2012,37,Brest,Valenciennes,1,0,1
2011-2012,38,Sochaux,Marseille,1,0,1
2011-2012,38,Rennes,Dijon,5,0,1
2011-2012,38,Lyon,Nice,3,4,-1
2011-2012,38,Evian,Brest,0,1,-1
2011-2012,38,Saint-Étienne,Bordeaux,2,3,-1
2011-2012,38,Auxerre,Montpellier,1,2,-1
2011-2012,38,Valenciennes,Caen,3,1,1
2011-2012,38,Toulouse,Ajaccio,0,2,-1
2011-2012,38,Lille,Nancy,4,1,1
2011-2012,38,Lorient,Paris Saint Germain,1,2,-1
2012-2013,1,Montpellier,Toulouse,1,1,0
2012-2013,1,Nice,Ajaccio,0,1,-1
2012-2013,1,Paris Saint Germain,Lorient,2,2,0
2012-2013,1,Sochaux,Bastia,2,3,-1
2012-2013,1,Nancy,Brest,1,0,1
2012-2013,1,Troyes,Valenciennes,0,1,-1
2012-2013,1,Rennes,Lyon,0,1,-1
2012-2013,1,Evian,Bordeaux,2,3,-1
2012-2013,1,Saint-Étienne,Lille,1,2,-1
2012-2013,1,Reims,Marseille,0,1,-1
2012-2013,2,Lille,Nancy,1,1,0
2012-2013,2,Toulouse,Saint-Étienne,2,1,1
2012-2013,2,Bastia,Reims,2,1,1
2012-2013,2,Brest,Evian,1,0,1
2012-2013,2,Valenciennes,Nice,0,0,0
2012-2013,2,Lorient,Montpellier,2,1,1
2012-2013,2,Lyon,Troyes,4,1,1
2012-2013,2,Ajaccio,Paris Saint Germain,0,0,0
2012-2013,2,Marseille,Sochaux,2,0,1
2012-2013,2,Bordeaux,Rennes,1,0,1
2012-2013,3,Evian,Lyon,1,1,0
2012-2013,3,Nice,Lille,2,2,0
2012-2013,3,Nancy,Toulouse,0,1,-1
2012-2013,3,Troyes,Lorient,2,2,0
2012-2013,3,Reims,Sochaux,1,0,1
2012-2013,3,Valenciennes,Ajaccio,3,0,1
2012-2013,3,Rennes,Bastia,3,2,1
2012-2013,3,Paris Saint Germain,Bordeaux,0,0,0
2012-2013,3,Saint-Étienne,Brest,4,0,1
2012-2013,3,Montpellier,Marseille,0,1,-1
2012-2013,4,Toulouse,Reims,1,1,0
2012-2013,4,Bastia,Saint-Étienne,0,3,-1
2012-2013,4,Lyon,Valenciennes,3,2,1
2012-2013,4,Lorient,Nancy,3,0,1
2012-2013,4,Ajaccio,Evian,2,0,1
2012-2013,4,Brest,Troyes,2,1,1
2012-2013,4,Sochaux,Montpellier,1,3,-1
2012-2013,4,Marseille,Rennes,3,1,1
2012-2013,4,Lille,Paris Saint Germain,1,2,-1
2012-2013,4,Bordeaux,Nice,1,1,0
2012-2013,5,Reims,Montpellier,3,1,1
2012-2013,5,Paris Saint Germain,Toulouse,2,0,1
2012-2013,5,Saint-Étienne,Sochaux,0,1,-1
2012-2013,5,Evian,Bastia,3,0,1
2012-2013,5,Valenciennes,Bordeaux,0,0,0
2012-2013,5,Troyes,Lille,1,1,0
2012-2013,5,Nice,Brest,4,2,1
2012-2013,5,Rennes,Lorient,1,2,-1
2012-2013,5,Lyon,Ajaccio,2,0,1
2012-2013,5,Nancy,Marseille,0,1,-1
2012-2013,6,Montpellier,Saint-Étienne,1,1,0
2012-2013,6,Reims,Nancy,2,0,1
2012-2013,6,Sochaux,Troyes,3,1,1
2012-2013,6,Brest,Valenciennes,2,1,1
2012-2013,6,Bastia,Paris Saint Germain,0,4,-1
2012-2013,6,Lorient,Nice,1,1,0
2012-2013,6,Toulouse,Rennes,2,2,0
2012-2013,6,Marseille,Evian,1,0,1
2012-2013,6,Bordeaux,Ajaccio,2,2,0
2012-2013,6,Lille,Lyon,1,1,0
2012-2013,7,Rennes,Lille,2,0,1
2012-2013,7,Paris Saint Germain,Sochaux,2,0,1
2012-2013,7,Troyes,Toulouse,0,2,-1
2012-2013,7,Ajaccio,Brest,1,0,1
2012-2013,7,Nancy,Montpellier,0,2,-1
2012-2013,7,Nice,Bastia,2,2,0
2012-2013,7,Evian,Lorient,1,1,0
2012-2013,7,Valenciennes,Marseille,4,1,1
2012-2013,7,Lyon,Bordeaux,0,2,-1
2012-2013,7,Saint-Étienne,Reims,0,0,0
2012-2013,8,Saint-Étienne,Nancy,4,0,1
2012-2013,8,Reims,Nice,3,1,1
2012-2013,8,Montpellier,Evian,2,3,-1
2012-2013,8,Lille,Ajaccio,2,0,1
2012-2013,8,Toulouse,Valenciennes,2,2,0
2012-2013,8,Sochaux,Rennes,0,1,-1
2012-2013,8,Bastia,Troyes,3,2,1
2012-2013,8,Lorient,Lyon,1,1,0
2012-2013,8,Marseille,Paris Saint Germain,2,2,0
2012-2013,8,Brest,Bordeaux,1,1,0
2012-2013,9,Bordeaux,Lille,1,1,0
2012-2013,9,Nice,Saint-Étienne,1,1,0
2012-2013,9,Paris Saint Germain,Reims,1,0,1
2012-2013,9,Nancy,Sochaux,1,1,0
2012-2013,9,Evian,Toulouse,0,4,-1
2012-2013,9,Valenciennes,Lorient,6,1,1
2012-2013,9,Rennes,Montpellier,2,1,1
2012-2013,9,Lyon,Brest,1,0,1
2012-2013,9,Ajaccio,Bastia,0,0,0
2012-2013,9,Troyes,Marseille,1,0,1
2012-2013,10,Saint-Étienne,Rennes,2,0,1
2012-2013,10,Reims,Troyes,1,1,0
2012-2013,10,Nancy,Paris Saint Germain,0,1,-1
2012-2013,10,Montpellier,Nice,3,1,1
2012-2013,10,Lille,Valenciennes,2,1,1
2012-2013,10,Toulouse,Brest,3,1,1
2012-2013,10,Lorient,Ajaccio,4,4,0
2012-2013,10,Bastia,Bordeaux,3,1,1
2012-2013,11,Brest,Lorient,2,0,1
2012-2013,11,Paris Saint Germain,Saint-Étienne,1,2,-1
2012-2013,11,Nice,Nancy,2,1,1
2012-2013,11,Evian,Lille,0,2,-1
2012-2013,11,Valenciennes,Sochaux,3,1,1
2012-2013,11,Rennes,Reims,1,0,1
2012-2013,11,Troyes,Montpellier,1,1,0
2012-2013,11,Lyon,Bastia,5,2,1
2012-2013,11,Bordeaux,Toulouse,1,0,1
2012-2013,11,Ajaccio,Marseille,0,2,-1
2012-2013,10,Sochaux,Evian,2,1,1
2012-2013,12,Nancy,Rennes,1,3,-1
2012-2013,12,Bastia,Valenciennes,2,3,-1
2012-2013,12,Saint-Étienne,Troyes,2,0,1
2012-2013,12,Lille,Brest,1,0,1
2012-2013,12,Reims,Evian,1,2,-1
2012-2013,12,Toulouse,Ajaccio,2,4,-1
2012-2013,12,Sochaux,Lyon,1,1,0
2012-2013,12,Marseille,Nice,2,2,0
2012-2013,12,Montpellier,Paris Saint Germain,1,1,0
2012-2013,12,Lorient,Bordeaux,0,4,-1
2012-2013,13,Lorient,Lille,2,0,1
2012-2013,13,Troyes,Nancy,3,3,0
2012-2013,13,Valenciennes,Montpellier,1,1,0
2012-2013,13,Brest,Bastia,3,0,1
2012-2013,13,Evian,Saint-Étienne,2,2,0
2012-2013,13,Paris Saint Germain,Rennes,1,2,-1
2012-2013,13,Ajaccio,Sochaux,0,1,-1
2012-2013,13,Lyon,Reims,3,0,1
2012-2013,13,Nice,Toulouse,1,0,1
2012-2013,13,Bordeaux,Marseille,1,0,1
2012-2013,14,Saint-Étienne,Valenciennes,1,0,1
2012-2013,14,Sochaux,Nice,0,1,-1
2012-2013,14,Rennes,Evian,0,1,-1
2012-2013,14,Reims,Brest,0,0,0
2012-2013,14,Nancy,Ajaccio,1,1,0
2012-2013,14,Paris Saint Germain,Troyes,4,0,1
2012-2013,14,Bastia,Lorient,2,1,1
2012-2013,14,Toulouse,Lyon,3,0,1
2012-2013,14,Marseille,Lille,1,0,1
2012-2013,14,Montpellier,Bordeaux,1,0,1
2012-2013,10,Marseille,Lyon,1,4,-1
2012-2013,15,Ajaccio,Saint-Étienne,0,0,0
2012-2013,15,Evian,Nancy,1,1,0
2012-2013,15,Lille,Bastia,0,0,0
2012-2013,15,Nice,Paris Saint Germain,2,1,1
2012-2013,15,Bordeaux,Sochaux,2,2,0
2012-2013,15,Valenciennes,Reims,1,0,1
2012-2013,15,Lyon,Montpellier,1,0,1
2012-2013,15,Brest,Marseille,1,2,-1
2012-2013,15,Troyes,Rennes,2,3,-1
2012-2013,15,Lorient,Toulouse,1,0,1
2012-2013,16,Toulouse,Bastia,0,0,0
2012-2013,16,Troyes,Nice,1,1,0
2012-2013,16,Rennes,Brest,2,2,0
2012-2013,16,Nancy,Valenciennes,1,1,0
2012-2013,16,Montpellier,Ajaccio,3,0,1
2012-2013,16,Paris Saint Germain,Evian,4,0,1
2012-2013,16,Sochaux,Lille,1,1,0
2012-2013,16,Reims,Bordeaux,0,0,0
2012-2013,16,Saint-Étienne,Lyon,0,1,-1
2012-2013,16,Marseille,Lorient,0,3,-1
2012-2013,17,Lille,Toulouse,2,0,1
2012-2013,17,Valenciennes,Paris Saint Germain,0,4,-1
2012-2013,17,Nice,Rennes,1,0,1
2012-2013,17,Bastia,Marseille,1,2,-1
2012-2013,17,Brest,Montpellier,1,2,-1
2012-2013,17,Ajaccio,Reims,2,0,1
2012-2013,17,Lorient,Sochaux,2,0,1
2012-2013,17,Lyon,Nancy,1,1,0
2012-2013,17,Evian,Troyes,2,0,1
2012-2013,17,Bordeaux,Saint-Étienne,0,0,0
2012-2013,18,Rennes,Valenciennes,2,0,1
2012-2013,18,Reims,Lille,1,1,0
2012-2013,18,Troyes,Ajaccio,3,2,1
2012-2013,18,Toulouse,Marseille,0,1,-1
2012-2013,18,Sochaux,Brest,1,2,-1
2012-2013,18,Nice,Evian,3,2,1
2012-2013,18,Montpellier,Bastia,4,0,1
2012-2013,18,Nancy,Bordeaux,1,1,0
2012-2013,18,Saint-Étienne,Lorient,0,2,-1
2012-2013,18,Paris Saint Germain,Lyon,1,0,1
2012-2013,19,Brest,Paris Saint Germain,0,3,-1
2012-2013,19,Lorient,Reims,2,2,0
2012-2013,19,Bordeaux,Troyes,0,0,0
2012-2013,19,Lyon,Nice,3,0,1
2012-2013,19,Lille,Montpellier,4,1,1
2012-2013,19,Bastia,Nancy,4,2,1
2012-2013,19,Ajaccio,Rennes,2,4,-1
2012-2013,19,Marseille,Saint-Étienne,1,0,1
2012-2013,19,Valenciennes,Evian,2,1,1
2012-2013,19,Toulouse,Sochaux,2,0,1
2012-2013,20,Saint-Étienne,Toulouse,2,2,0
2012-2013,20,Paris Saint Germain,Ajaccio,0,0,0
2012-2013,20,Montpellier,Lorient,2,0,1
2012-2013,20,Nancy,Lille,2,2,0
2012-2013,20,Evian,Brest,0,2,-1
2012-2013,20,Troyes,Lyon,1,2,-1
2012-2013,20,Rennes,Bordeaux,0,2,-1
2012-2013,20,Sochaux,Marseille,3,1,1
2012-2013,20,Reims,Bastia,1,2,-1
2012-2013,20,Nice,Valenciennes,5,0,1
2012-2013,21,Lyon,Evian,0,0,0
2012-2013,21,Ajaccio,Valenciennes,1,1,0
2012-2013,21,Toulouse,Nancy,2,1,1
2012-2013,21,Marseille,Montpellier,3,2,1
2012-2013,21,Lorient,Troyes,3,2,1
2012-2013,21,Sochaux,Reims,1,0,1
2012-2013,21,Brest,Saint-Étienne,0,1,-1
2012-2013,21,Bastia,Rennes,0,2,-1
2012-2013,21,Lille,Nice,0,2,-1
2012-2013,21,Bordeaux,Paris Saint Germain,0,1,-1
2012-2013,22,Valenciennes,Lyon,0,2,-1
2012-2013,22,Nancy,Lorient,2,1,1
2012-2013,22,Troyes,Brest,2,1,1
2012-2013,22,Reims,Toulouse,1,1,0
2012-2013,22,Evian,Ajaccio,1,1,0
2012-2013,22,Rennes,Marseille,2,2,0
2012-2013,22,Montpellier,Sochaux,2,0,1
2012-2013,22,Saint-Étienne,Bastia,3,0,1
2012-2013,22,Paris Saint Germain,Lille,1,0,1
2012-2013,22,Nice,Bordeaux,0,1,-1
2012-2013,23,Toulouse,Paris Saint Germain,0,4,-1
2012-2013,23,Brest,Nice,0,2,-1
2012-2013,23,Sochaux,Saint-Étienne,1,2,-1
2012-2013,23,Lille,Troyes,1,1,0
2012-2013,23,Lorient,Rennes,2,2,0
2012-2013,23,Bordeaux,Valenciennes,2,0,1
2012-2013,23,Bastia,Evian,0,0,0
2012-2013,23,Marseille,Nancy,0,1,-1
2012-2013,23,Montpellier,Reims,3,1,1
2012-2013,23,Ajaccio,Lyon,3,1,1
2012-2013,24,Paris Saint Germain,Bastia,3,1,1
2012-2013,24,Troyes,Sochaux,0,0,0
2012-2013,24,Ajaccio,Bordeaux,1,0,1
2012-2013,24,Saint-Étienne,Montpellier,4,1,1
2012-2013,24,Nancy,Reims,1,2,-1
2012-2013,24,Nice,Lorient,1,1,0
2012-2013,24,Valenciennes,Brest,2,1,1
2012-2013,24,Rennes,Toulouse,2,0,1
2012-2013,24,Lyon,Lille,1,3,-1
2012-2013,24,Evian,Marseille,1,1,0
2012-2013,25,Lille,Rennes,2,0,1
2012-2013,25,Montpellier,Nancy,1,0,1
2012-2013,25,Lorient,Evian,2,1,1
2012-2013,25,Marseille,Valenciennes,1,0,1
2012-2013,25,Brest,Ajaccio,1,1,0
2012-2013,25,Bastia,Nice,0,1,-1
2012-2013,25,Toulouse,Troyes,2,2,0
2012-2013,25,Sochaux,Paris Saint Germain,3,2,1
2012-2013,25,Reims,Saint-Étienne,1,1,0
2012-2013,25,Bordeaux,Lyon,0,4,-1
2012-2013,26,Nice,Reims,2,0,1
2012-2013,26,Nancy,Saint-Étienne,0,3,-1
2012-2013,26,Valenciennes,Toulouse,0,0,0
2012-2013,26,Troyes,Bastia,0,0,0
2012-2013,26,Ajaccio,Lille,1,3,-1
2012-2013,26,Rennes,Sochaux,2,2,0
2012-2013,26,Evian,Montpellier,0,1,-1
2012-2013,26,Bordeaux,Brest,0,2,-1
2012-2013,26,Paris Saint Germain,Marseille,2,0,1
2012-2013,26,Lyon,Lorient,3,1,1
2012-2013,27,Montpellier,Rennes,2,0,1
2012-2013,27,Toulouse,Evian,0,0,0
2012-2013,27,Lorient,Valenciennes,1,1,0
2012-2013,27,Reims,Paris Saint Germain,1,0,1
2012-2013,27,Saint-Étienne,Nice,4,0,1
2012-2013,27,Sochaux,Nancy,1,2,-1
2012-2013,27,Bastia,Ajaccio,1,0,1
2012-2013,27,Lille,Bordeaux,2,1,1
2012-2013,27,Marseille,Troyes,2,1,1
2012-2013,27,Brest,Lyon,1,1,0
2012-2013,28,Rennes,Saint-Étienne,2,2,0
2012-2013,28,Valenciennes,Lille,1,3,-1
2012-2013,28,Paris Saint Germain,Nancy,2,1,1
2012-2013,28,Troyes,Reims,4,2,1
2012-2013,28,Evian,Sochaux,5,1,1
2012-2013,28,Ajaccio,Lorient,1,0,1
2012-2013,28,Brest,Toulouse,0,1,-1
2012-2013,28,Bordeaux,Bastia,1,0,1
2012-2013,28,Nice,Montpellier,2,0,1
2012-2013,28,Lyon,Marseille,0,0,0
2012-2013,29,Marseille,Ajaccio,0,0,0
2012-2013,29,Sochaux,Valenciennes,1,1,0
2012-2013,29,Lille,Evian,1,2,-1
2012-2013,29,Montpellier,Troyes,1,1,0
2012-2013,29,Lorient,Brest,4,0,1
2012-2013,29,Reims,Rennes,1,0,1
2012-2013,29,Bastia,Lyon,4,1,1
2012-2013,29,Toulouse,Bordeaux,0,0,0
2012-2013,29,Saint-Étienne,Paris Saint Germain,2,2,0
2012-2013,29,Nancy,Nice,1,0,1
2012-2013,30,Paris Saint Germain,Montpellier,1,0,1
2012-2013,30,Ajaccio,Toulouse,2,3,-1
2012-2013,30,Troyes,Saint-Étienne,2,2,0
2012-2013,30,Rennes,Nancy,0,2,-1
2012-2013,30,Valenciennes,Bastia,3,4,-1
2012-2013,30,Bordeaux,Lorient,1,1,0
2012-2013,30,Evian,Reims,2,2,0
2012-2013,30,Nice,Marseille,0,1,-1
2012-2013,30,Brest,Lille,1,2,-1
2012-2013,30,Lyon,Sochaux,1,2,-1
2012-2013,31,Marseille,Bordeaux,1,0,1
2012-2013,31,Montpellier,Valenciennes,3,1,1
2012-2013,31,Nancy,Troyes,1,0,1
2012-2013,31,Bastia,Brest,4,0,1
2012-2013,31,Toulouse,Nice,3,4,-1
2012-2013,31,Rennes,Paris Saint Germain,0,2,-1
2012-2013,31,Sochaux,Ajaccio,0,0,0
2012-2013,31,Reims,Lyon,1,0,1
2012-2013,31,Lille,Lorient,5,0,1
2012-2013,31,Saint-Étienne,Evian,1,0,1
2012-2013,32,Valenciennes,Saint-Étienne,0,0,0
2012-2013,32,Lorient,Bastia,4,1,1
2012-2013,32,Ajaccio,Nancy,1,1,0
2012-2013,32,Bordeaux,Montpellier,4,2,1
2012-2013,32,Troyes,Paris Saint Germain,0,1,-1
2012-2013,32,Brest,Reims,0,2,-1
2012-2013,32,Evian,Rennes,4,2,1
2012-2013,32,Lyon,Toulouse,3,1,1
2012-2013,32,Lille,Marseille,0,0,0
2012-2013,32,Nice,Sochaux,3,0,1
2012-2013,33,Montpellier,Lyon,1,2,-1
2012-2013,33,Marseille,Brest,1,0,1
2012-2013,33,Paris Saint Germain,Nice,3,0,1
2012-2013,33,Reims,Valenciennes,0,1,-1
2012-2013,33,Sochaux,Bordeaux,2,2,0
2012-2013,33,Toulouse,Lorient,0,1,-1
2012-2013,33,Nancy,Evian,3,1,1
2012-2013,33,Bastia,Lille,1,2,-1
2012-2013,33,Rennes,Troyes,1,2,-1
2012-2013,33,Saint-Étienne,Ajaccio,4,2,1
2012-2013,34,Lille,Sochaux,3,3,0
2012-2013,34,Bordeaux,Reims,0,0,0
2012-2013,34,Valenciennes,Nancy,0,0,0
2012-2013,34,Ajaccio,Montpellier,2,1,1
2012-2013,34,Brest,Rennes,0,2,-1
2012-2013,34,Bastia,Toulouse,0,0,0
2012-2013,34,Lorient,Marseille,0,1,-1
2012-2013,34,Evian,Paris Saint Germain,0,1,-1
2012-2013,34,Nice,Troyes,3,1,1
2012-2013,34,Lyon,Saint-Étienne,1,1,0
2012-2013,35,Saint-Étienne,Bordeaux,0,0,0
2012-2013,35,Troyes,Evian,1,0,1
2012-2013,35,Sochaux,Lorient,1,0,1
2012-2013,35,Reims,Ajaccio,1,1,0
2012-2013,35,Toulouse,Lille,4,2,1
2012-2013,35,Montpellier,Brest,2,1,1
2012-2013,35,Marseille,Bastia,2,1,1
2012-2013,35,Nancy,Lyon,0,3,-1
2012-2013,35,Rennes,Nice,0,3,-1
2012-2013,35,Paris Saint Germain,Valenciennes,1,1,0
2012-2013,36,Lille,Reims,3,0,1
2012-2013,36,Valenciennes,Rennes,4,1,1
2012-2013,36,Bastia,Montpellier,3,1,1
2012-2013,36,Bordeaux,Nancy,3,2,1
2012-2013,36,Marseille,Toulouse,2,1,1
2012-2013,36,Brest,Sochaux,0,2,-1
2012-2013,36,Ajaccio,Troyes,0,1,-1
2012-2013,36,Lyon,Paris Saint Germain,0,1,-1
2012-2013,36,Evian,Nice,4,0,1
2012-2013,36,Lorient,Saint-Étienne,3,1,1
2012-2013,37,Paris Saint Germain,Brest,3,1,1
2012-2013,37,Rennes,Ajaccio,1,1,0
2012-2013,37,Reims,Lorient,1,0,1
2012-2013,37,Montpellier,Lille,0,0,0
2012-2013,37,Evian,Valenciennes,2,0,1
2012-2013,37,Nancy,Bastia,1,2,-1
2012-2013,37,Sochaux,Toulouse,1,2,-1
2012-2013,37,Saint-Étienne,Marseille,2,0,1
2012-2013,37,Troyes,Bordeaux,1,0,1
2012-2013,37,Nice,Lyon,1,1,0
2012-2013,38,Valenciennes,Troyes,2,1,1
2012-2013,38,Lorient,Paris Saint Germain,1,3,-1
2012-2013,38,Bastia,Sochaux,0,0,0
2012-2013,38,Ajaccio,Nice,0,2,-1
2012-2013,38,Marseille,Reims,0,0,0
2012-2013,38,Toulouse,Montpellier,2,0,1
2012-2013,38,Lyon,Rennes,2,0,1
2012-2013,38,Lille,Saint-Étienne,1,1,0
2012-2013,38,Bordeaux,Evian,2,1,1
2012-2013,38,Brest,Nancy,1,2,-1
